gene_symbol	hgnc_id	gene_name	panel_count	green_panel_count	panel_ids	panel_names	modes_of_inheritance	phenotypes	has_panelapp_green_support
DNASE1L3	HGNC:2959	deoxyribonuclease 1 like 3	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Autoinflammatory Disorders;Diseases of Immune Dysregulation;Systemic lupus erythematosus 16, 614420;Systemic lupus erythematosus, lupus nephritis, hypocomplementemic urticarial vasculitis;familial early-onset SLE	TRUE
DNASE2	HGNC:2960	deoxyribonuclease 2, lysosomal	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Autoinflammatory-pancytopenia syndrome, OMIM:619858	TRUE
DNMBP	HGNC:30373	dynamin binding protein	1	1	230	Bilateral congenital or childhood onset cataracts	BIALLELIC, autosomal or pseudoautosomal	Cataract 48, 618415	TRUE
DPP9	HGNC:18648	dipeptidyl peptidase 9	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Hatipoglu immunodeficiency syndrome, OMIM:620331	TRUE
DRAM2	HGNC:28769	DNA damage regulated autophagy modulator 2	1	1	307	Retinal disorders	BIALLELIC, autosomal or pseudoautosomal	Cone-rod dystrophy 21, 616502;cone-dystrophy;macular dystrophy	TRUE
DUOX2	HGNC:13273	dual oxidase 2	1	1	31	Congenital hypothyroidism	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Congenital hypothyroidism;Thryoid dyshormonogenesis 6, 607200;borderline congenital hypothyroidism;eutopic gland-in-situ;goitre;iodide organification defect;permanent congenital hypothyroidism;transient congenital hypothyroidism	TRUE
DUOXA2	HGNC:32698	dual oxidase maturation factor 2	1	1	31	Congenital hypothyroidism	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	HYPOTHYROIDISM, CONGENITAL, DUE TO DYSHORMONOGENESIS, 5;Thyroid dyshormonogenesis 5, 274900;eutopic gland-in-situ;mild congenital hypothyroidism;transient congenital hypothyroidism	TRUE
DUT	HGNC:3078	deoxyuridine triphosphatase	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Bone marrow failure and diabetes mellitus syndrome, OMIM:620044	TRUE
DYNC1I1	HGNC:2963	dynein cytoplasmic 1 intermediate chain 1	1	1	478	Fetal anomalies	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Split-hand/split-foot malformation (SHFM)	TRUE
DYRK1B	HGNC:3092	dual specificity tyrosine phosphorylation regulated kinase 1B	1	1	130	Severe early-onset obesity	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Abdominal obesity-metabolic syndrome 3, OMIM:615812	TRUE
ECM1	HGNC:3153	extracellular matrix protein 1	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	LIPOID PROTEINOSIS OF URBACH AND WIETHE, OMIM:247100	TRUE
EFCAB1	HGNC:25678	EF-hand calcium binding domain 1	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Ciliary dyskinesia, primary, 53, OMIM:620642	TRUE
EIF3A	HGNC:3271	eukaryotic translation initiation factor 3 subunit A	1	1	486	Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	EIF3A-related neurodevelopmental disorder with cardiac anomalies and craniofacial dysmorphism;MONDO:0100038;syndromic disease, MONDO:0002254	TRUE
ELF4	HGNC:3319	E74 like ETS transcription factor 4	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Autoinflammatory syndrome, familial, X-linked, Behcet-like 2, OMIM:301074	TRUE
ENG	HGNC:3349	endoglin	1	1	478	Fetal anomalies	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Telangiectasia, hereditary hemorrhagic, type 1, OMIM:187300	TRUE
EPB41	HGNC:3377	erythrocyte membrane protein band 4.1	1	1	159	Cytopenias and congenital anaemias	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Elliptocytosis;Elliptocytosis-1,611804;Hereditary elliptocytosis;RBC membrane abnormality	TRUE
EPB42	HGNC:3381	erythrocyte membrane protein band 4.2	1	1	159	Cytopenias and congenital anaemias	BIALLELIC, autosomal or pseudoautosomal	EPB42-related hereditary spherocytosis;Elliptocytosis;Hereditary spherocytosis type 5;Minkowski-Chauffard disease;RBC membrane abnormality;Spherocytosis, Recessive;Spherocytosis, type 5, 612690	TRUE
EPHA2	HGNC:3386	EPH receptor A2	1	1	230	Bilateral congenital or childhood onset cataracts	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Cataract 6, multiple types, OMIM:116600	TRUE
ERGIC1	HGNC:29205	endoplasmic reticulum-golgi intermediate compartment 1	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis multiplex congenita 2, neurogenic type, OMIM:208100	TRUE
F12	HGNC:3530	coagulation factor XII	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Angioedema, hereditary, 3, OMIM:610618	TRUE
FADD	HGNC:3573	Fas associated via death domain	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	ALPS-like disease;Diseases of Immune Dysregulation;Functional hyposplenism, bacterial and viral infections, recurrent episodes of encephalopathy and liver dysfunction;Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovasuclar malformations, 613759;cardiovascular malformations;functional hyposplenism;invasive pneumococcal disease;para-infectious encephalopathy and hepatopathy	TRUE
FAM57B	HGNC:25295	family with sequence similarity 57 member B	1	1	307	Retinal disorders	BIALLELIC, autosomal or pseudoautosomal	Cone-rod dystrophy, MONDO:0015993;Maculopathy	TRUE
FASLG	HGNC:11936	Fas ligand	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Autoimmune lymphoproliferative syndrome, type IB, OMIM:601859;autoimmune lymphoproliferative syndrome type 1, MONDO:0011158;systemic lupus erythematosus (SLE)	TRUE
FASTKD5	HGNC:25790	FAST kinase domains 5	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	FASTKD5-related Leigh syndrome;MONDO:0009723	TRUE
FCHO1	HGNC:29002	FCH domain only 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	FCHO1 deficiency;Immunodeficiencies affecting cellular and humoral immunity;Recurrent infections, lymphoproliferation, increased activation-induced T-cell death, defective clathrin-mediated endocytosis	TRUE
FEZF2	HGNC:13506	FEZ family zinc finger 2	1	1	486	Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	FEZF2-related neurodevelopmental disorder	TRUE
FGA	HGNC:3661	fibrinogen alpha chain	1	1	678	Unexplained young onset end-stage renal disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amyloidosis, familial visceral, OMIM:105200	TRUE
FITM2	HGNC:16135	fat storage inducing transmembrane protein 2	1	1	847	Childhood onset dystonia, chorea or related movement disorder	BIALLELIC, autosomal or pseudoautosomal	Siddiqi syndrome OMIM:618635;siddiqi syndrome MONDO:0032842	TRUE
FLG2	HGNC:33276	filaggrin family member 2	1	1	554	Epidermolysis bullosa and congenital skin fragility	BIALLELIC, autosomal or pseudoautosomal	Peeling skin syndrome 6, OMIM:618084	TRUE
FOXA2	HGNC:5022	forkhead box A2	1	1	308	Congenital hyperinsulinism	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Dominant Hyperinsulinism, Hypopituitarism with Craniofacial and Endoderm-derived organ abnormalities;Hyperinsulinism;hypopituitarism	TRUE
FSHB	HGNC:3964	follicle stimulating hormone beta subunit	1	1	155	Primary ovarian insufficiency	BIALLELIC, autosomal or pseudoautosomal	Hypogonadotropic hypogonadism 24 without anosmia	229070	TRUE
FSHR	HGNC:3969	follicle stimulating hormone receptor	1	1	155	Primary ovarian insufficiency	BIALLELIC, autosomal or pseudoautosomal	Ovarian dysgenesis 1	233300;Ovarian response to FSH stimulation	276400	TRUE
FTH1	HGNC:3976	ferritin heavy chain 1	1	1	488	Hereditary ataxia and cerebellar anomalies - childhood onset	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	?Hemochromatosis, type 5 OMIM:615517;Neurodegeneration with brain iron accumulation 9, OMIM:620669;hemochromatosis type 5 MONDO:0014225	TRUE
FUZ	HGNC:26219	fuzzy planar cell polarity protein	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Skeletal ciliopathy, MONDO:0005308	TRUE
GABRA4	HGNC:4078	gamma-aminobutyric acid type A receptor alpha4 subunit	1	1	486	Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	GABRA4-related neurodevelopmental disorder with seizures;MONDO:0100038	TRUE
GAS2L2	HGNC:24846	growth arrest specific 2 like 2	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	Impaired Cilia Orientation and Mucociliary Clearance	TRUE
GCNT2	HGNC:4204	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	1	1	230	Bilateral congenital or childhood onset cataracts	BIALLELIC, autosomal or pseudoautosomal	Adult i Blood Group With or Without Congenital Cataract;[Blood group, Ii], 110800	TRUE
GINS1	HGNC:28980	GINS complex subunit 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiencies with associated or syndromic features;GINS1 deficiency;Immunodeficiency 55, 617827;NK cell deficiency;Neutropenia, IUGR, NK cells very low;chronic neutropenia;intrauterine growth retardation	TRUE
GINS3	HGNC:25851	GINS complex subunit 3	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Meier-Gorlin syndrome;Meier-Gorlin syndrome 9, OMIM:621512	TRUE
GNB4	HGNC:20731	G protein subunit beta 4	1	1	85	Hereditary neuropathy	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Charcot Marie Tooth disease, dominant intermediate F, 615185	TRUE
GPR161	HGNC:23694	G protein-coupled receptor 161	1	1	243	Childhood solid tumours	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	{Medulloblastoma predisposition syndrome}, OMIM:155255	TRUE
GRK1	HGNC:10013	G protein-coupled receptor kinase 1	1	1	307	Retinal disorders	BIALLELIC, autosomal or pseudoautosomal	Oguchi disease-2, 613411	TRUE
HAVCR2	HGNC:18437	hepatitis A virus cellular receptor 2	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Autoinflammatory Disorders;T-cell lymphoma, subcutaneous panniculitis-like, 618398;Tim-3 deficiency	TRUE
HBB	HGNC:4827	hemoglobin subunit beta	1	1	159	Cytopenias and congenital anaemias	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Delta-beta thalassemia, OMIM:141749;Heinz body anemia, OMIM:140700;Hereditary persistence of fetal hemoglobin, OMIM:141749;Methemoglobinemia, beta type, OMIM:617971;Sickle cell anemia, OMIM:603903;Thalassemia, beta, OMIM:613985;Thalassemia-beta, dominant inclusion-body, OMIM:603902	TRUE
HELLS	HGNC:4861	helicase, lymphoid specific	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiencies with associated or syndromic features;Facial dysmorphic features, macroglossia, bacterial/opportunistic infections, malabsorption, cytopenias, malignancies,  multiradial configurations of chromosomes 1, 9, 16;ICF;ICF4;Immunodeficiency-centromeric instability-facial anomalies syndrome;Immunodeficiency-centromeric instability-facial anomalies syndrome 4, 616911	TRUE
HFM1	HGNC:20193	HFM1, ATP dependent DNA helicase homolog	1	1	155	Primary ovarian insufficiency	BIALLELIC, autosomal or pseudoautosomal	Premature ovarian failure 9,615724;premature ovarian failure	TRUE
HMOX1	HGNC:5013	heme oxygenase 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Defects in Intrinsic and Innate Immunity;Heme oxygenase-1 deficiency, OMIM:614034;Hemolysis, nephritis, inflammation;amyloidosis	TRUE
HNF1A	HGNC:11621	HNF1 homeobox A	1	1	308	Congenital hyperinsulinism	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autosomal dominant Hyperinsulinism;MODY, type III, 600496	TRUE
HNRNPDL	HGNC:5037	heterogeneous nuclear ribonucleoprotein D like	1	1	490	Hypotonic infant	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Limb girdle muscular dystrophy;Muscular dystrophy, limb-girdle, type 1G 609115	TRUE
HPS3	HGNC:15597	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	1	1	511	Albinism or congenital nystagmus	BIALLELIC, autosomal or pseudoautosomal	Hermansky-Pudlak syndrome 3	TRUE
HPS5	HGNC:17022	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	1	1	511	Albinism or congenital nystagmus	BIALLELIC, autosomal or pseudoautosomal	Hermansky-Pudlak syndrome 5	TRUE
HSD17B3	HGNC:5212	hydroxysteroid 17-beta dehydrogenase 3	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Pseudohermaphroditism, male, with gynecomastia 264300	TRUE
HYOU1	HGNC:16931	hypoxia up-regulated 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	?Immunodeficiency 59 and hypoglycemia, OMIM:233600;Congenital defects of phagocyte number or function;Hypoglycemia, inflammatory complications	TRUE
IDH3G	HGNC:5386	isocitrate dehydrogenase 3 (NAD(+)) gamma	1	1	307	Retinal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Retinitis pigmentosa 99, OMIM:301148, retinitis pigmentosa 99, MONDO:0978291	TRUE
IFNAR1	HGNC:5432	interferon alpha and beta receptor subunit 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 106, susceptibility to viral infections, OMIM:619935;immunodeficiency 106, susceptibility to viral infections, MONDO:0030970	TRUE
IFNGR1	HGNC:5439	interferon gamma receptor 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Defects in Intrinsic and Innate Immunity;Defects with susceptibility to mycobacterial infection (MSMD);Immunodeficiency 27A, (AR) 209950;Immunodeficiency 27B, (AD) 615978;Mycobacteriosis;Susceptibility to mycobacteria and Salmonella	TRUE
IFNGR2	HGNC:5440	interferon gamma receptor 2	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Immunodeficiency 28, mycobacteriosis, OMIM:614889	TRUE
IGFALS	HGNC:5468	insulin like growth factor binding protein acid labile subunit	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	Acid-labile subunit, deficiency of, OMIM:615961;short stature due to primary acid-labile subunit deficiency, MONDO:0014420	TRUE
IGHM	HGNC:5541	immunoglobulin heavy constant mu	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Agammaglobulinemia;Agammaglobulinemia 1;Agammaglobulinemia 1, 601495;Predominantly Antibody Deficiencies;Severe bacterial infections, normal numbers of pro-B cells	TRUE
IGLL1	HGNC:5870	immunoglobulin lambda like polypeptide 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Agammaglobulinemia;Agammaglobulinemia 2;Agammaglobulinemia 2, 613500;Predominantly Antibody Deficiencies;Severe bacterial infections, normal numbers of pro-B cells	TRUE
IKBKB	HGNC:5960	inhibitor of nuclear factor kappa B kinase subunit beta	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Combined immunodeficiency;Immunodeficiencies affecting cellular and humoral immunity;Immunodeficiency 15A, OMIM:618204 (AD);Immunodeficiency 15B, OMIM:615592 (AR);Recurrent bacterial, viral, fungal infections, opportunistic infections	TRUE
IKZF3	HGNC:13178	IKAROS family zinc finger 3	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Immunodeficiency 84, OMIM:619437	TRUE
IL12B	HGNC:5970	interleukin 12B	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Defects in Intrinsic and Innate Immunity;Defects with susceptibility to mycobacterial infection (MSMD);Immunodeficiency 29, mycobacteriosis, 614890;Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency;Susceptibility to mycobacteria and Salmonella	TRUE
IL12RB1	HGNC:5971	interleukin 12 receptor subunit beta 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Defects in Intrinsic and Innate Immunity;Defects with susceptibility to mycobacterial infection (MSMD);Immunodeficiency 30, 614891;Susceptibility to mycobacteria and Salmonella	TRUE
IL17RA	HGNC:5985	interleukin 17 receptor A	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 51, OMIM:613953	TRUE
IL17RC	HGNC:18358	interleukin 17 receptor C	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	CMC;Candidiasis, familial, 9 616445;Chronic Mucocutaneous Candidiasis;Defects in Intrinsic and Innate Immunity	TRUE
IL21R	HGNC:6006	interleukin 21 receptor	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 56, OMIM:615207	TRUE
IL23R	HGNC:19100	interleukin 23 receptor	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	chronic mucocutaneous candidiasis, MONDO:0015279;inherited susceptibility to mycobacterial diseases, MONDO:0019146	TRUE
IL2RB	HGNC:6009	interleukin 2 receptor subunit beta	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	CD122 deficiency;Immunodeficiency 63 with lymphoproliferation and autoimmunity, 618495;Lymphoproliferation, lymphadenopathy, hepatosplenomegaly, autoimmune hemolytic anemia, dermatitis, enteropathy, recurrent viral (EBV, CMV) infections	TRUE
IL36RN	HGNC:15561	interleukin 36 receptor antagonist	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Autoinflammatory Disorders;Psoriasis 14, pustular, OMIM:614204	TRUE
IL6R	HGNC:6019	interleukin 6 receptor	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiencies with associated or syndromic features;Eczema;Hyper-IgE;Recurrent infections;Recurrent pyogenic infections, cold abscesses, high circulating IL-6 levels;[Interleukin 6, serum level of, QTL] 614752;[Interleukin-6 receptor, soluble, serum level of, QTL] 614689	TRUE
IL7	HGNC:6023	interleukin 7	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	combined immunodeficiency, MONDO:0015131	TRUE
IL7R	HGNC:6024	interleukin 7 receptor	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Atypical Severe Combined Immunodeficiency (Atypical SCID);IL7Ra deficiency;Immunodeficiencies affecting cellular and humoral immunity;Nl NK;Omenn syndrome;Severe Combined Immune Deficiency;Severe combined immunodeficiency (SCID);Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive;Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type;T-B+ SCID	TRUE
IMPG1	HGNC:6055	interphotoreceptor matrix proteoglycan 1	1	1	307	Retinal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Macular dystrophy, vitelliform, 4, OMIM:616151;Retinitis pigmentosa, MONDO:0019200	TRUE
INS	HGNC:6081	insulin	1	1	293	Neonatal diabetes	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Diabetes mellitus, insulin-dependent, 2, 125852;Hyperproinsulinemia, OMIM:616214;Maturity-onset diabetes of the young, type 10, 613370;Permanent Neonatal diabetes mellitus, MONDO:010016;Transient Neonatal Diabetes Mellitus (disease), MONDO:0020525 (Dominant/Recessive)	TRUE
IRAK4	HGNC:17967	interleukin 1 receptor associated kinase 4	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Bacterial infections (pyogens);Defects in Intrinsic and Innate Immunity;Defects of TLR/NFkappa-B signalling;Defects with susceptibility to mycobacterial infection (MSMD);IRAK4 deficiency, 610799;Invasive pneumococcal disease, recurrent isolated, 1, 6107	TRUE
IRF2BP2	HGNC:21729	interferon regulatory factor 2 binding protein 2	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CVID;Predominantly Antibody Deficiencies;Recurrent infections, possible autoimmunity and inflammatory disease	TRUE
IRF7	HGNC:6122	interferon regulatory factor 7	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 39 , OMIM:616345	TRUE
IRF8	HGNC:5358	interferon regulatory factor 8	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Defects in Intrinsic and Innate Immunity;Defects with susceptibility to mycobacterial infection (MSMD);Immunodeficiency 32A, mycobacteriosis, autosomal dominant, 614893;Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive, 226990;Susceptibility to mycobacteria;Susceptibility to mycobacteria and multiple other infectious agents	TRUE
IRS4	HGNC:6128	insulin receptor substrate 4	1	1	31	Congenital hypothyroidism	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Congenital central hypothyroidism	TRUE
ITK	HGNC:6171	IL2 inducible T-cell kinase	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiency;Diseases of Immune Dysregulation;EBV associated B cell lymphoproliferation, lymphoma, Nl or low IgG;EBV viraemia, HLH;ITK deficiency (HLH phenotype);Lymphoproliferative syndrome 1	TRUE
ITPR3	HGNC:6182	inositol 1,4,5-trisphosphate receptor type 3	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	combined immunodeficiency, MONDO:0015131	TRUE
IYD	HGNC:21071	iodotyrosine deiodinase	1	1	31	Congenital hypothyroidism	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Thyroid dyshormonogenesis 4, OMIM:274800	TRUE
KCTD17	HGNC:25705	potassium channel tetramerization domain containing 17	1	1	847	Childhood onset dystonia, chorea or related movement disorder	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Dystonia 26, myoclonic	TRUE
KIAA1549	HGNC:22219	KIAA1549	1	1	307	Retinal disorders	BIALLELIC, autosomal or pseudoautosomal	Retinitis pigmentosa 86, OMIM:618613;retinitis pigmentosa 86, MONDO:0032834	TRUE
KIF23	HGNC:6392	kinesin family member 23	1	1	159	Cytopenias and congenital anaemias	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CDA III;Congenital dyserythropoietic anemia (CDA);Congenital dyserythropoietic anemia type III;Enzyme Disorder	TRUE
KIZ	HGNC:15865	kizuna centrosomal protein	1	1	307	Retinal disorders	BIALLELIC, autosomal or pseudoautosomal	HP:0000510;HP:0000556;Retinitis pigmentosa 69, 615780	TRUE
KRT1	HGNC:6412	keratin 1	1	1	554	Epidermolysis bullosa and congenital skin fragility	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Epidermolytic hyperkeratosis, OMIM:113800	TRUE
KRT10	HGNC:6413	keratin 10	1	1	554	Epidermolysis bullosa and congenital skin fragility	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Epidermolytic hyperkeratosis 2A, autosomal dominant, OMIM:620150;Epidermolytic hyperkeratosis 2B, autosomal recessive, OMIM:620707	TRUE
KRT14	HGNC:6416	keratin 14	1	1	554	Epidermolysis bullosa and congenital skin fragility	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Dermatopathia pigmentosa reticularis (AD), OMIM:125595;Epidermolysis bullosa simplex, Dowling-Meara type (AD), OMIM:131760;Epidermolysis bullosa simplex, Koebner type (AD), OMIM:131900;Epidermolysis bullosa simplex, Weber-Cockayne type (AD), OMIM:131800;Epidermolysis bullosa simplex, recessive 1 (AR), OMIM:601001;Naegeli-Franceschetti-Jadassohn syndrome (AD), OMIM:161000	TRUE
KRT5	HGNC:6442	keratin 5	1	1	554	Epidermolysis bullosa and congenital skin fragility	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Epidermolysis bullosa simplex with mottled pigmentation, OMIM:131960;Epidermolysis bullosa simplex, Dowling-Meara type, OMIM:131760;Epidermolysis bullosa simplex, Koebner type, OMIM:131900;Epidermolysis bullosa simplex, Weber-Cockayne type, OMIM:131800	TRUE
LACC1	HGNC:26789	laccase domain containing 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Juvenile arthritis, OMIM:618795	TRUE
LAMTOR2	HGNC:29796	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Congenital defects of phagocyte number or function;Congenital neutropenia;Immunodeficiency due to defect in MAPBP-interacting protein, 610798;Neutropenia, Hypogammaglobulinemia CD8 cytotoxicity, partial albinism, growth failure;Primary immunodeficiency syndrome due to p14 deficiency	TRUE
LCK	HGNC:6524	LCK proto-oncogene, Src family tyrosine kinase	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiency;Immunodeficiencies affecting cellular and humoral immunity;Immunodeficiency 22, 615758;LCK deficiency;Recurrent infections, immune dysregulation, autoimmunity;Severe combined immunodeficiency due to LCK deficiency	TRUE
LCP2	HGNC:6529	lymphocyte cytosolic protein 2	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	?Immunodeficiency 81, OMIM:619374	TRUE
LEP	HGNC:6553	leptin	1	1	130	Severe early-onset obesity	BIALLELIC, autosomal or pseudoautosomal	Obesity, morbid, due to leptin deficiency, OMIM:614962	TRUE
LEPR	HGNC:6554	leptin receptor	1	1	130	Severe early-onset obesity	BIALLELIC, autosomal or pseudoautosomal	Obesity, morbid, due to leptin receptor deficiency, OMIM:614963	TRUE
LIG1	HGNC:6598	DNA ligase 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiencies with associated or syndromic features;DNA ligase I deficiency;DNA-ligase 1 ATP-dependent deficiency (LIG1);Recurrent respiratory infections,  growth retardation, sun sensitivity, lymphoma, radiation sensitivity	TRUE
