gene_symbol	panelapp_phenotype
ACTG1	Short neck (in some patients)
ACTG1	Short, upturned nose
ACTG1	Thick/prominent/everted lower lipCleft lip/palate (in some patients)
ACTG1	Thin upper lip
ACTG1	Trigonocephaly/metopic ridge
ACTG1	hearing loss
ACTL6B	Developmental and epileptic encephalopathy 76, OMIM:618468
ACTL6B	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE 618468
ACTL6B	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS 618470
ACTL6B	Intellectual developmental disorder with severe speech and ambulation defects, OMIM:618470
ADARB1	ADARB1-associated Microcephaly, Intellectual Disability, and Seizures
ADARB1	Neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862
AGO1	AGO1-related developmental disorder (monoallelic)
AGO1	Neurodevelopmental disorder with language delay and behavioral abnormalities, with or without seizures, OMIM:620292
AGTPBP1	Early onset cerebellar atrophy, developmental delay, and feeding and respiratory difficulties, severe motor neuronopathy
AGTPBP1	NEURODEGENERATION, CHILDHOOD-ONSET, WITH CEREBELLAR ATROPHY, OMIM:618276
AGTPBP1	Neurodegeneration, childhood-onset, with cerebellar atrophy, 618276
AGTPBP1	Neurodegeneration, childhood-onset, with cerebellar atrophy, OMIM:618276
ANO4	sporadic encephalopathic and familial epilepsy
AP1G1	AP1G1-related intellectual disability and epilepsy, monoallelic
AP1G1	AP1G1-related intellectual disability, biallelic
AP1G1	Epilepsy
AP1G1	Intellectual Disability
AP1G1	Neurodevelopmental disorder (NDD)
AP2M1	Ataxia
AP2M1	Autistic behavior
AP2M1	Developmental and Epileptic Encephalopathy
AP2M1	Generalized hypotonia
AP2M1	Global developmental delay
AP2M1	Intellectual developmental disorder 60 with seizures, 618587
AP2M1	Intellectual disability
AP2M1	Seizures
ARFGEF1	ARFGEF1-related intellectual disability and epilepsy
ARFGEF1	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures, OMIM:619964
ARFGEF1	Epilepsy, MONDO:0005027
ARFGEF1	Intellectual disability, MONDO:0001071
ARHGEF9	Developmental and epileptic encephalopathy 8, OMIM:300607
ARHGEF9	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 8 300607
ASH1L	INTELLECTUAL DISABILITY
ASH1L	Intellectual developmental disorder, autosomal dominant 52, OMIM:617796
ASH1L	Mental retardation, autosomal dominant 52, 617796
ASH1L	intellectual disability
ASXL2	Developmental delay, macrocephaly, and dysmorphic features
ASXL2	Shashi-Pena syndrome	617190
ASXL2	Shashi-Pena syndrome 617190
ASXL2	Shashi-Pena syndrome, OMIM:617190
ATG7	ATG7-related intellectual disability and ataxia, OMIM:619422
ATG7	Spinocerebellar ataxia, autosomal recessive 31, OMIM:619422
ATG7	ataxia
ATG7	developmental delay
ATP5O	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 7, OMIM:620359
ATP6V1A	Autosomal Recessive Cutis Laxa (AR)
ATP6V1A	Cutis laxa, autosomal recessive, type IID 617403
ATP6V1A	Developmental and epileptic encephalopathy 93, OMIM:618012
ATP6V1A	Epileptic encephalopathy, infantile or early childhood, 3 (AD)
ATP6V1A	Epileptic encephalopathy, infantile or early childhood, 3 618012
CA2	OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3
CA2	OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3 (OPTB3)
CA2	OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3 259730
CA2	Osteopetrosis with Renal Tubular Acidosis
CA2	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis
CA2	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis 259730
CA2	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730
CA2	carbonic anhydrase II deficiency
CA2	intellectual disability
CACNA1B	Abnormality of movement
CACNA1B	Developmental regression
CACNA1B	Global developmental delay
CACNA1B	Intellectual disability
CACNA1B	NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND NONEPILEPTIC HYPERKINETIC MOVEMENTS 618497
CACNA1B	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements, 618497
CACNA1B	Progressive Epilepsy-Dyskinesia
CACNA1B	Seizures
CACNA1I	Neurodevelopmental disorder with speech impairment and with or without seizures, OMIM:620114
CCDC32	CCDC32-associated neurodevelopmental syndrome
CCDC32	Cardiofacioneurodevelopmental syndrome, OMIM:619123
CCDC32	cardiofacioneurodevelopmental syndrome, MONDO:0030873
CDC6	Bilateral Microtia
CDC6	MEIER-GORLIN SYNDROME 5 613805
CDC6	Meier-Gorlin syndrome 5, OMIM:613805
CDK19	CDK19-associated Intellectual Disability and Epileptic Encephalopathy
CDK19	Epileptic encephalopathy, early infantile 87 618916
CDK19	Epileptic encephalopathy, early infantile, 87 618916
CDK5	Lissencephaly 7 with cerebellar hypoplasia, OMIM:616342
CDK5	lissencephaly 7 with cerebellar hypoplasia, MONDO:0014596
CELF2	CELF2-related neurodevelopmental disorder
CELF2	Developmental and epileptic encephalopathy 97, OMIM:619561
CHD5	CHD5-associated neurodevelopmental disorder with intellectual disability, speech delay and epilepsy
CHD5	Epilepsy, MONDO:0005027
CHD5	Intellectual disability, MONDO:0001071
CHD5	OMIM:610771
CHD5	Parenti-Mignot neurodevelopmental syndrome, OMIM:610771
CHKA	Abnormal muscle tone
CHKA	Abnormality of movement
CHKA	Abnormality of nervous system morphology
CHKA	CHKA-related neurodevelopmental disorder
CHKA	Global developmental delay
CHKA	Intellectual disability
CHKA	Microcephaly
CHKA	Seizures
CHKA	Short stature
CLDN5	Brain calcifications
CLDN5	CLDN5-related neurodevelopmental disorder
CLDN5	epilepsy, MONDO:0005027
CLDN5	intellectual disability, MONDO:0001071
CNOT1	HOLOPROSENCEPHALY 12 WITH OR WITHOUT PANCREATIC AGENESIS 618500
CNOT1	Holoprosencephaly 12, with or without pancreatic agenesis, 618500
CNOT1	Holoprosencephaly 12, with or without pancreatic agenesis, OMIM:618500
CNOT1	global developmental delay
CNOT1	holoprosencephaly 12 with or without pancreatic agenesis, MONDO:0032787
CNOT1	pancreatic agenesis and holoprosencephaly syndrome
CNOT9	CNOT9-related developmental disorder with seizures
CNOT9	epilepsy, MONDO:0005027
CNOT9	intellectual disability, MONDO:0001071
CSNK2B	CSNK2B-related developmental disorder (monoallelic)
CSNK2B	Poirier-Bienvenu neurodevelopmental syndrome, MONDO:0032889
CSNK2B	Poirier-Bienvenu neurodevelopmental syndrome, OMIM:618732
CWC27	Retinitis pigmentosa with or without skeletal anomalies, 250410
CWC27	Retinitis pigmentosa, skeletal anomalies and intellectual disability
CYFIP2	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, OMIM:618468
CYFIP2	Epileptic encephalopathy, early infantile 65, 618008
CYFIP2	Epileptic encephalopathy, early infantile, 65, 618008
DCAF17	Dystonia
DCAF17	WOODHOUSE-SAKATI SYNDROME (WOSAS)
DCAF17	WOODHOUSE-SAKATI SYNDROME 241080
DCAF17	Woodhouse-Sakati syndrome
DCAF17	Woodhouse-Sakati syndrome, 241080
DCAF17	Woodhouse-Sakati syndrome, OMIM:241080
DNMT3B	Combined immunodeficiencies with associated or syndromic features
DNMT3B	Facial dysmorphic features, developmental delay, macroglossia, bacterial/opportunistic infections, malabsorption, cytopenias, malignancies,  multiradial configurations of chromosomes 1, 9, 16
DNMT3B	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 1
DNMT3B	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 1 242860
DNMT3B	Immunodeficiency centromeric instability facial anomalies syndrome (ICF)
DNMT3B	Immunodeficiency-centromeric instability-facial anomalies syndrome 1
DNMT3B	Immunodeficiency-centromeric instability-facial anomalies syndrome 1, 242860
DNMT3B	Immunodeficiency-centromeric instability-facial anomalies syndrome 1, 267000
DPYSL5	DPYSL5-related developmental disorder (monoallelic)
DPYSL5	Neurodevelopmental disorder with corpus callosum agenesis and cerebellar abnormalities
DPYSL5	Ritscher-Schinzel syndrome 4, OMIM:619435
DTYMK	Cardiorespiratory arrest
DTYMK	Global brain atrophy
DTYMK	Global developmental delay
DTYMK	Intellectual disability
DTYMK	Microcephaly
DTYMK	Seizures
EBF3	Hypotonia, ataxia, and delayed development syndrome OMIM:617330
EBF3	hypotonia, ataxia, and delayed development syndrome MONDO:0015021
ECHS1	MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY
ECHS1	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, OMIM:616277
EIF2AK3	WOLCOTT-RALLISON SYNDROME
EIF2AK3	WOLCOTT-RALLISON SYNDROME (WRS)
EIF2AK3	WOLCOTT-RALLISON SYNDROME 226980
EIF2AK3	Wolcott-Rallison syndrome	226980
EIF2AK3	Wolcott-Rallison syndrome 226980
EIF2AK3	Wolcott-Rallison syndrome, 226980
EIF2AK3	Wolcott-Rallison syndrome, OMIM:226980 (includes onset of diabetes in neonatal period/ early infancy)
EIF4A3	Cleft palate
EIF4A3	Microtia
EIF4A3	RICHIERI-COSTA-PEREIRA SYNDROME
EIF4A3	Richieri-Costa-Pereira syndrome
EIF4A3	Robin sequence
EIF4A3	Robin sequence with cleft mandible and limb abnormalities, 268305
EIF4A3	Robin sequence with cleft mandible and limb anomalies, 268305
EIF4A3	cleft mandible
EIF4A3	club foot
EIF4A3	hand anomalies
EIF4A3	intellectual disability
EIF4A3	short stature
EP300	RUBINSTEIN-TAYBI SYNDROME TYPE 2
EP300	RUBINSTEIN-TAYBI SYNDROME TYPE 2 (RSTS2)
EP300	RUBINSTEIN-TAYBI SYNDROME TYPE 2 613684
EP300	Rubinstein Taybi syndrome
EP300	Rubinstein-Taybi syndrome 180849
EP300	Rubinstein-Taybi syndrome 2, OMIM:613684
EPB41L3	Developmental disorder with seizures and myelination defects
EPB41L3	EPB41L3-related developmental disorder with delayed myelination and seizures
ERLIN2	AUTOSOMAL RECESSIVE MENTAL RETARDATION
ERLIN2	Spastic paraplegia 18, autosomal recessive,  611225
ERLIN2	Spastic paraplegia 18, autosomal recessive, 611225
ERLIN2	Spastic paraplegia, autosomal dominant
ERLIN2	hereditary spastic paraplegia
ERLIN2	intellectual disability
ERLIN2	neurodegeneration
EXTL3	Immunoskeletal dysplasia with neurodevelopmental abnormalities, OMIM:617425
EXTL3	Neuro immuno skeletal Dysplasia Syndrome
FARSA	?Rajab interstitial lung disease with brain calcifications 2, OMIM:619013
FARSA	Rajab interstitial lung disease with brain calcifications 2, MONDO:0100220
FLVCR2	PROLIFERATIVE VASCULOPATHY AND HYDRAENCEPHALY-HYDROCEPHALY SYNDROME
FLVCR2	PROLIFERATIVE VASCULOPATHY AND HYDRAENCEPHALY-HYDROCEPHALY SYNDROME 225790
FLVCR2	Proliferative vasculopathy and hydraencephaly-hydrocephaly syndrome, 225790
FOSL2	Aplasia cutis-enamel dysplasia syndrome, OMIM:620789
FOSL2	FOSL2-related neurodevelopmental disorder with scalp and enamel defects
FZR1	Developmental and epileptic encephalopathy 109, OMIM:620145
FZR1	FZR1-related intellectual disability and epilepsy
GABBR2	Developmental and epileptic encephalopathy 59, OMIM:617904
GABBR2	EPILEPTIC ENCEPHALOPATHY
GABBR2	eurodevelopmental disorder with poor language and loss of hand skills, OMIM:617903
GABRA2	Epileptic encephalopathy, early infantile, 78, 618557
GABRA2	GABRA2-related epileptic encephalopathy
GABRA2	developmental delay
GABRA2	intellectual disability
GABRA5	Epileptic encephalopathy, early infantile, 79, 618559
GABRA5	developmental delay
GABRD	GABRD-related neurodevelopmental disorder with epilepsy
GABRD	{Epilepsy, idiopathic generalized, 10}, OMIM:613060
GABRD	{Epilepsy, juvenile myoclonic, susceptibility to}, OMIM:613060
GABRD	{Generalized epilepsy with febrile seizures plus, type 5, susceptibility to}, OMIM:613060
GATA3	#146255:Hypoparathyroidism, sensorineural deafness, and renal dysplasia
GATA3	Barakat syndrome
GATA3	CAKUT
GATA3	HDR syndrome
GATA3	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE, OMIM:146255
GATA3	Hypoparathyroidism, Sensorineural Deafness, and Renal Disease
GATA3	Hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255
GATA3	Hypoparathyroidism, sensorineural deafness, and renal dysplasia, OMIM:146255
GATA3	Hypoparathyroidism-deafness-renal disease syndrome, MONDO:0007797
GCSH	GLYCINE ENCEPHALOPATHY 605899
GCSH	Glycine encephalopathy
GCSH	Multiple mitochondrial dysfunctions syndrome 7, OMIM:620423
GCSH	Transient neonatal hyperglycinemia
GEMIN4	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES, OMIM:617913
GEMIN4	Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities, OMIM:617913
GLRA2	Intellectual developmental disorder, X-linked syndromic, Pilorge type, OMIM:301076
GLRA2	intellectual developmental disorder, X-linked, syndromic, Pilorge type, MONDO:0024772
GNAI2	Immunodefficiency with multisystemic presentation
GNAI2	Syndromic developmental disorder
GNAI2	Syndromic intellectual disability
GRIA2	GRIA2-related developmental disorder (monoallelic)
GRIA2	Neurodevelopmental disorder with language impairment and behavioral abnormalities, OMIM:618917
GRIA2	neurodevelopmental disorder with language impairment and behavioral abnormalities, MONDO:0030060
GRIA4	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES, 617864
GRIA4	Neurodevelopmental disorder with or without seizures and gait abnormalities, 617864
HDAC8	CDLS5
HDAC8	CORNELIA DE LANGE SYNDROME 5
HDAC8	CORNELIA DE LANGE-LIKE SYNDROME
HDAC8	CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR
HDAC8	Cornelia de Lange Syndrome HDAC8 X-linked dominant
HDAC8	Cornelia de Lange syndrome 5 300882
HDAC8	Cornelia de Lange syndrome 5, 300882
HDAC8	WILSON-TURNER SYNDROME
HDAC8	Wilson-Turner syndrome 309585
HDAC8	Wilson-Turner syndrome, 309585Cornelia de Lange syndrome 5, 300882
HESX1	Growth hormone deficiency with pituitary anomalies, OMIM:182230
HESX1	HESX1-RELATED COMBINED PITUITARY HORMONE DEFICIENCY 319358
HESX1	Pituitary hormone deficiency, combined, 5, OMIM:182230
HESX1	SEPTOOPTIC DYSPLASIA 256657
HESX1	Septooptic dysplasia, MONDO:0008428
HESX1	Septooptic dysplasia, OMIM:182230
HID1	Developmental and epileptic encephalopathy 105 with hypopituitarism, OMIM:619983
HID1	Hypopituitarism
HID1	Syndromic infantile encephalopathy
HIST1H1E	Childhood overgrowth
HIST1H1E	OVERGROWTH SYNDROME WITH INTELLECTUAL DISABILITY
HIST1H1E	Rahman syndrome, 617537
HIST1H1E	Rahman syndrome, MONDO:0044323
HIST1H1E	Rahman syndrome, OMIM:617537
HIST1H1E	mild to severe intellectual disability
HNRNPH1	HNRNPH1-related neurodevelopmental disorder
HNRNPH1	HNRNPH1‐related syndromic intellectual disability
HNRNPH1	Neurodevelopmental disorder with craniofacial dysmorphism and skeletal defects, OMIM:620083
HSPA9	Anemia, sideroblastic, 4, OMIM:182170
HSPA9	EPIPHYSEAL AND VERTEBRAL DYSPLASIA, MICROTIA, AND FLAT NOSE, PLUS ASSOCIATED MALFORMATIONS
HSPA9	Even-plus syndrome, 616854
HSPA9	Even-plus syndrome, OMIM:616854
INTS1	Cleft palate
INTS1	INTS1-related neurodevelopmental disorder with cataracts, hypotonia and gait abnormality
INTS1	Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies, OMIM:61857
INTS1	Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies, OMIM:618571
INTS1	Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies, OMIM:618571, MONDO:0032817
KAT8	Abnormality of the cardiovascular system
KAT8	Abnormality of vision
KAT8	Autism
KAT8	Feeding difficulties
KAT8	Global developmental delay
KAT8	Intellectual disability
KAT8	Li-Ghorgani-Weisz-Hubshman syndrome, OMIM:618974
KAT8	Seizures
KCNA3	Neurodevelopmental disorder, MONDO:0700092
KCNA3	epilepsy, MONDO:0005027
KCNA3	intellectual disability, MONDO:0001071
KCND2	KCND2-related neurodevelopmental disorder with or without seizures
KCND2	epilepsy, NBO:0000642
KCND2	global developmental delay, HP:0001263
KCND2	seizure, HP:0001250
KCNH5	Developmental and epileptic encephalopathy 112, OMIM:620537
KCNT2	Developmental and epileptic encephalopathy 57, OMIM:617771
KCNT2	Developmental and infantile epileptic encephalopathy
KCNT2	developmental and epileptic encephalopathy, 57, MONDO:0033366
KCTD3	Epilepsy and global developmental delay
KCTD3	Epileptic encephalopathy
KCTD3	No OMIM number
KIF11	AUTOSOMAL-DOMINANT MICROCEPHALY ASSOCIATED WITH LYMPHEDEMA AND/OR CHORIORETINOPATHY
KIF11	AUTOSOMAL-DOMINANT MICROCEPHALY ASSOCIATED WITH LYMPHEDEMA AND/OR CHORIORETINOPATHY 152950
KIF11	Genetic Retinal Degeneration Conditions
KIF11	Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation, 152950
KLHL20	KLHL20-related developmental disorder with seizures
KLHL20	Neurodevelopmental disorder with early-onset seizures, facial dysmorphism, and behavioral abnormalities, OMIM:621390
LAMB1	COBBLESTONE BRAIN MALFORMATION WITHOUT MUSCULAR OR OCULAR ABNORMALITIES 615191
LAMB1	Cobblestone lissencephaly without muscular or ocular involvement, MONDO:0014077
LAMB1	Cystic leukoencephalopathy
LAMB1	Lissencephaly 5  615191
LAMB1	Lissencephaly 5, OMIM:615191
LAMB1	cobblestone lissencephaly without muscular or ocular involvement, MONDO:0014077
LARS	?Infantile liver failure syndrome 1, 615438
LARS	Infantile liver failure syndrome 1, MIM# 615438
LMBRD2	Developmental delay with variable neurologic and brain abnormalities, OMIM:619694
LMBRD2	LMBRD2-associated intellectual disability
MADD	DEEAH syndrome, OMIM:619004
MADD	MADD-related developmental disorder
MADD	deeah syndrome, MONDO:0033561: Neurodevelopmental disorder with dysmorphic facies, impaired speech and hypotonia, OMIM:619005
MADD	neurodevelopmental disorder with dysmorphic facies, impaired speech, and hypotonia, MONDO:0033562
MAP4K4	MAP4K4-related neurodevelopmental disorder with/without congenital anomalies
MAP4K4	RASopathy, MONDO:0021060, MAP4K4-related
MAP4K4	multiple congenital anomalies
MAP4K4	neurodevelopmental differences
MARK2	Intellectual developmental disorder, autosomal dominant 76, OMIM:621285
MARK2	intellectual developmental disorder, autosomal dominant 76, MONDO:0979575
MAST3	MAST3-related developmental and epileptic encephalopathy
MAST4	neurodevelopmental disorder MONDO:0700092, MAST4-related
MBD5	Autosomal Dominant Mental Retardation syndrome type 1
MBD5	EHMT1-LIKE INTELLECTUAL DISABILITY
MBD5	Mental Retardation, Dominant
MBD5	Mental retardation, autosomal dominant 1
MBD5	Mental retardation, autosomal dominant 1, 156200
MID1	GBBB1
MID1	OPITZ G/BBB SYNDROME, X-LINKED
MID1	OPITZ G/BBB SYNDROME, X-LINKED 300000
MID1	OPITZ GBBB SYNDROME, TYPE I
MID1	Opitz GBBB syndrome, type I 300000
MID1	Opitz GBBB syndrome, type I, 300000
MN1	CEBALID syndrome, MONDO:0032908
MN1	CEBALID syndrome, OMIM:618774
MN1	MN1 C-terminal truncation syndrome
MPLKIP	TRICHOTHIODYSTROPHY NON-PHOTOSENSITIVE TYPE 1
MPLKIP	TRICHOTHIODYSTROPHY NON-PHOTOSENSITIVE TYPE 1 234050
MPLKIP	Trichothiodystrophy 4, nonphotosensitive, OMIM:234050
MPLKIP	Trichothiodystrophy, nonphotosensitive
MPLKIP	Trichothiodystrophy, nonphotosensitive 1, 234050
MRPL49	Combined oxidative phosphorylation deficiency 60, OMIM:621195
MRPL49	combined oxidative phosphorylation deficiency, MONDO:0000732
MTHFS	Neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination, 618367
NAPB	Developmental and epileptic encephalopathy 107, OMIM:620033
NAPB	NAPB-related Neurodevelopmental Disorder
NBEA	Global developmental delay
NBEA	Intellectual disability
NBEA	NBEA Neurodevelopment disorder with seizures
NBEA	No OMIM number
NBEA	Seizures
NEUROD2	Developmental and epileptic encephalopathy 72, OMIM:618374
NHS	CATARACT CONGENITAL X-LINKED
NHS	CATARACT CONGENITAL X-LINKED 302200
NHS	NANCE-HORAN SYNDROME
NHS	NANCE-HORAN SYNDROME (NHS)
NHS	NANCE-HORAN SYNDROME 302350
NHS	Nance-Horan syndrome
NHS	Nance-Horan syndrome MIMID, Cataract congenital X-linked
NHS	Nance-Horan syndrome, 302350
NHS	Nance-Horan syndrome, 302350Cataract 40, X-linked, 302200
NHS	X-linked cataracts
NHS	cataract congenital X-linked
NR2F2	CONGENITAL HEART DEFECTS and XX sex reversal
NR2F2	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4
NR2F2	Congenital heart defects, multiple types, 4  615779
NR2F2	Congenital heart defects, multiple types, 4, 615779
OSGEP	Galloway-Mowat syndrome 3	617729
OSGEP	Galloway-Mowat syndrome 3, 617729
OSGEP	Galloway-Mowat syndrome 3, MONDO:0033007
OSGEP	Galloway-Mowat syndrome 3, OMIM:617729
OSGEP	Intellectual disability
OSGEP	Nephrotic syndrome with primary microcephaly
OTUD7A	15q13.3 deletions phenocopy
OTUD7A	developmental and epileptic encephalopathy, MONDO:0100062
OTUD7A	intellectual disability, MONDO:0001071
P4HTM	Abnormality of the eye
P4HTM	Central hypotonia
P4HTM	Central hypotonia, Muscular hypotonia, Global developmental delay, Intellectual disability, Seizures, Abnormality of the eye, Hypoventilation, Sleep apnea, Dysautonomia
P4HTM	Dysautonomia
P4HTM	Global developmental delay
P4HTM	Hypotonia, hyperventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493
P4HTM	Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, OMIM:618493
P4HTM	Hypoventilation
P4HTM	Intellectual disability
P4HTM	Muscular hypotonia
P4HTM	Seizures
P4HTM	Sleep apnea
PABPC1	Behavioral abnormality
PABPC1	Expressive language delay
PABPC1	Global developmental delay
PABPC1	Intellectual disability
PABPC1	PABPC1-related developmental delay
PABPC1	Seizures
PAK1	Intellectual developmental disorder with macrocephaly, seizures, and speech delay (MIM	618158)
PAK1	Intellectual developmental disorder with macrocephaly, seizures, and speech delay, 618158
PAK1	Neurodevelopmental Disorder
PAX8	CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 2
PAX8	CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 2 (CHNG2)
PAX8	CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 2 218700
PAX8	Congenital hypothyroidism
PAX8	Hypothyroidism, Congenital, Nongoitrous, 2, 218700
PAX8	Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700
PAX8	eutopic gland-in-situ
PAX8	thyroid dysgenesis
PAX8	thyroid hypoplasia
PAX8	urogenital tract malformations
PCDHGC4	Neurodevelopmental disorder with poor growth and skeletal anomalies, OMIM:619880
PCDHGC4	PCDHGC4-related neurodevelopmental disorder with microcephaly and seizures
PCNT	Insulin resistance, HP:0000855
PCNT	Microcephalic osteodysplastic primordial dwarfism, type II, OMIM:210720
PHACTR1	Developmental and epileptic encephalopathy 70, OMIM:618298
PHACTR1	PHACTR1-associated neurodevelopment disorder
PHIP	Developmental delay, ID, obesity and dysmorphic features
PHIP	Developmental delay, intellectual disability, obesity, and dysmorphic features, 617991
PHIP	INTELLECTUAL DISABILITY
PHIP	Obesity
PHIP	behavioral abnormality
PHIP	dysmorphic facies
PHIP	global developmental delay
PHIP	intellectual disability
PITRM1	Spinocerebellar ataxia, autosomal recessive 30, OMIM:619405
PLK1	Epilepsy
PLK1	developmental and epileptic encephalopathy, MONDO:0100062
PLK1	intellectual disability
PLK1	microcephaly
PLK4	MICROCEPHALY, GROWTH FAILURE AND RETINOPATHY
PLK4	MICROCEPHALY, GROWTH FAILURE AND RETINOPATHY 616171
PLK4	Microcephalic primordial dwarfism
PLK4	Microcephaly and chorioretinopathy, autosomal recessive, 2, OMIM:616171
PLK4	microcephaly and chorioretinopathy 2, MONDO:0014516
PPP1R3F	PPP1R3F-related neurodevelopmental disorder
PPP1R3F	epilepsy, MONDO:0005027
PPP1R3F	intellectual disability, MONDO:0001071
PPP1R3F	neurodevelopmental disorder, MONDO:0700092
PPP2R5C	Houge-Janssens syndrome 4, OMIM:621185
PPP2R5C	MONDO:0100038
PPP2R5C	PPP2R5C-related neurodevelopmental disorder with macrocephaly and hypotonia, with or without seizures
RAB5C	Neurodevelopmental disorder MONDO:0700092, RAB5C-related
RAB5C	RAB5C-related neurodevelopmental disorder
RNF125	Intellectual disability
RNF125	RNF125-related intellectual disability and macrocephaly, OMIM:616260
RNF125	Tenorio syndrome, 616260
RNF125	Tenorio syndrome, OMIM:616260
SCAMP5	Abnormality of nervous system morphology
SCAMP5	Behavioral abnormality
SCAMP5	Global developmental delay
SCAMP5	Intellectual disability
SCAMP5	Seizures
SEMA6B	Epilepsy, progressive myoclonic, 11 OMIM:618876
SEMA6B	Intellectual disability, MONDO:0001071
SEMA6B	SEMA6B-related neurodevelopmental disorder
SETD1B	Intellectual developmental disorder with seizures and language delay, MONDO:0033559
SETD1B	Intellectual developmental disorder with seizures and language delay, OMIM:619000
SETD1B	SETD1B associated intellectual disability, epilepsy and autism
SETD2	Luscan-Lumish syndrome	616831
SETD2	Luscan-Lumish syndrome 616831
SETD2	Luscan-Lumish syndrome, 616831
SETD2	Luscan-Lumish syndrome, OMIM:616831
SETD2	SETD2-associated Overgrowth Syndrome
SETD2	congenital anomalies
SETD2	dysmorphic facial features
SETD2	intellectual disability
SETD2	microcephaly
SETD2	profound intellectual disability
SLC12A5	616645
SLC12A5	Developmental and epileptic encephalopathy 34, OMIM
SLC12A5	Epileptic encephalopathy, early infantile, 34, 616645
SLC12A5	FEBRILE SEIZURES
SLC12A5	epilepsy of infancy with migrating focal seizures (EIMFS)
SLC12A5	{Epilepsy, idiopathic generalized, susceptibility to, 14}, 616685
SLC18A2	?Parkinsonism-dystonia, infantile, 2, OMIM:618049
SLC18A2	Brain Dopamine Serotonin Vesicular Transport Disease (Other disorders of neurotransmitter metabolism)
SLC18A2	Brain Dopamine Serotonin Vesicular Transport Disease (Other disorders of neurotransmitter metabolism) (NO phenotype number in OMIM)
SLC18A2	SLC18A2-related neurotransmitter disorder with dystonia and oculogyric crisis
SLC18A2	Vesicular monoamine transporter deficiency
SLC32A1	Developmental and epileptic encephalopathy 114, OMIM:620774
SLC32A1	Generalized epilepsy with febrile seizures plus, type 12, OMIM:620755
SLC38A3	Developmental and epileptic encephalopathy 102, 619881
SLC38A3	SLC38A3-associated epileptic encephalopathy.
SMARCB1	609322
SMARCB1	?COFFIN-SIRIS SYNDROME
SMARCB1	Atypical rhabdoid tumor predisposition
SMARCB1	Coffin Siris syndrome
SMARCB1	Coffin-Siris syndrome 3, OMIM:614608
SMARCB1	EHMT1-like SYNDROME
SMARCB1	RHABDOID PREDISPOSITION SYNDROME 1
SMARCB1	RHABDOID PREDISPOSITION SYNDROME 1 609322
SNIP1	Psychomotor retardation, epilepsy, and craniofacial dysmorphism OMIM:614501
SNIP1	SYMPTOMATIC EPILEPSY AND SKULL DYSPLASIA 614501
SNIP1	psychomotor retardation, epilepsy, and craniofacial dysmorphism MONDO:0013787
SRPK3	Intellectual developmental disorder, X-linked 114, OMIM:301134
SRPK3	Slowly progressive myopathy, digenic
SUZ12	Imagawa-Matsumoto syndrome #618786
SUZ12	Imagawa-Matsumoto syndrome 618786
SUZ12	Weaver-like overgrowth syndrome
TBC1D23	Intellectual disability
