gene_symbol	panel_id	panel_name
LARS	496	Paediatric disorders
LARS	1220	Unexplained death in infancy and sudden unexplained death in childhood
LMBRD2	285	Childhood onset leukodystrophy
LMBRD2	402	Early onset or syndromic epilepsy
LMBRD2	486	Hypotonic infant
LMBRD2	490	Intellectual disability
LMBRD2	496	Paediatric disorders
LMBRD2	1220	Unexplained death in infancy and sudden unexplained death in childhood
MADD	285	Childhood onset leukodystrophy
MADD	402	Early onset or syndromic epilepsy
MADD	486	Hypotonic infant
MADD	490	Intellectual disability
MADD	496	Paediatric disorders
MADD	1220	Unexplained death in infancy and sudden unexplained death in childhood
MAP4K4	48	Childhood onset leukodystrophy
MAP4K4	285	Fetal anomalies
MAP4K4	478	Hypotonic infant
MAP4K4	486	Intellectual disability
MAP4K4	490	Paediatric disorders
MAP4K4	496	RASopathies
MARK2	285	Childhood onset leukodystrophy
MARK2	402	Early onset or syndromic epilepsy
MARK2	486	Hypotonic infant
MARK2	490	Intellectual disability
MARK2	496	Paediatric disorders
MARK2	1220	Unexplained death in infancy and sudden unexplained death in childhood
MAST3	285	Childhood onset leukodystrophy
MAST3	402	Early onset or syndromic epilepsy
MAST3	486	Hypotonic infant
MAST3	490	Intellectual disability
MAST3	496	Paediatric disorders
MAST3	1220	Unexplained death in infancy and sudden unexplained death in childhood
MAST4	285	Childhood onset leukodystrophy
MAST4	402	Early onset or syndromic epilepsy
MAST4	486	Hypotonic infant
MAST4	490	Intellectual disability
MAST4	496	Paediatric disorders
MAST4	1220	Unexplained death in infancy and sudden unexplained death in childhood
MBD5	285	Childhood onset leukodystrophy
MBD5	402	Early onset or syndromic epilepsy
MBD5	486	Hypotonic infant
MBD5	490	Intellectual disability
MBD5	496	Paediatric disorders
MBD5	1220	Unexplained death in infancy and sudden unexplained death in childhood
MID1	253	Childhood onset leukodystrophy
MID1	285	Fetal anomalies
MID1	478	Hypotonic infant
MID1	486	Intellectual disability
MID1	490	Non-syndromic familial congenital anorectal malformations
MID1	496	Paediatric disorders
MN1	126	Childhood onset leukodystrophy
MN1	285	Fetal anomalies
MN1	478	Hypotonic infant
MN1	486	Intellectual disability
MN1	490	Monogenic hearing loss
MN1	496	Paediatric disorders
MPLKIP	42	Childhood onset leukodystrophy
MPLKIP	285	Fetal anomalies
MPLKIP	478	Hypotonic infant
MPLKIP	486	Inherited white matter disorders
MPLKIP	490	Intellectual disability
MPLKIP	496	Paediatric disorders
MRPL49	126	Childhood onset leukodystrophy
MRPL49	285	Hypotonic infant
MRPL49	486	Intellectual disability
MRPL49	490	Monogenic hearing loss
MRPL49	496	Paediatric disorders
MRPL49	1220	Unexplained death in infancy and sudden unexplained death in childhood
MTHFS	285	Childhood onset leukodystrophy
MTHFS	402	Early onset or syndromic epilepsy
MTHFS	486	Hypotonic infant
MTHFS	490	Intellectual disability
MTHFS	496	Paediatric disorders
MTHFS	1220	Unexplained death in infancy and sudden unexplained death in childhood
NAPB	285	Childhood onset leukodystrophy
NAPB	402	Early onset or syndromic epilepsy
NAPB	486	Hypotonic infant
NAPB	490	Intellectual disability
NAPB	496	Paediatric disorders
NAPB	1220	Unexplained death in infancy and sudden unexplained death in childhood
NBEA	285	Childhood onset leukodystrophy
NBEA	402	Early onset or syndromic epilepsy
NBEA	486	Hypotonic infant
NBEA	490	Intellectual disability
NBEA	496	Paediatric disorders
NBEA	1220	Unexplained death in infancy and sudden unexplained death in childhood
NEUROD2	285	Childhood onset leukodystrophy
NEUROD2	402	Early onset or syndromic epilepsy
NEUROD2	486	Hypotonic infant
NEUROD2	490	Intellectual disability
NEUROD2	496	Paediatric disorders
NEUROD2	1220	Unexplained death in infancy and sudden unexplained death in childhood
NHS	230	Bilateral congenital or childhood onset cataracts
NHS	285	Childhood onset leukodystrophy
NHS	478	Fetal anomalies
NHS	486	Hypotonic infant
NHS	490	Intellectual disability
NHS	496	Paediatric disorders
NR2F2	212	Childhood onset leukodystrophy
NR2F2	285	Familial non syndromic congenital heart disease
NR2F2	478	Fetal anomalies
NR2F2	486	Hypotonic infant
NR2F2	490	Intellectual disability
NR2F2	496	Paediatric disorders
OSGEP	285	Childhood onset leukodystrophy
OSGEP	478	Fetal anomalies
OSGEP	486	Hypotonic infant
OSGEP	490	Intellectual disability
OSGEP	496	Paediatric disorders
OSGEP	678	Unexplained young onset end-stage renal disease
OTUD7A	285	Childhood onset leukodystrophy
OTUD7A	402	Early onset or syndromic epilepsy
OTUD7A	486	Hypotonic infant
OTUD7A	490	Intellectual disability
OTUD7A	496	Paediatric disorders
OTUD7A	1220	Unexplained death in infancy and sudden unexplained death in childhood
P4HTM	285	Childhood onset leukodystrophy
P4HTM	402	Early onset or syndromic epilepsy
P4HTM	486	Hypotonic infant
P4HTM	490	Intellectual disability
P4HTM	496	Paediatric disorders
P4HTM	1220	Unexplained death in infancy and sudden unexplained death in childhood
PABPC1	285	Childhood onset leukodystrophy
PABPC1	402	Early onset or syndromic epilepsy
PABPC1	486	Hypotonic infant
PABPC1	490	Intellectual disability
PABPC1	496	Paediatric disorders
PABPC1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PAK1	285	Childhood onset leukodystrophy
PAK1	402	Early onset or syndromic epilepsy
PAK1	486	Hypotonic infant
PAK1	490	Intellectual disability
PAK1	496	Paediatric disorders
PAK1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PAX8	31	Childhood onset leukodystrophy
PAX8	285	Congenital hypothyroidism
PAX8	478	Fetal anomalies
PAX8	486	Hypotonic infant
PAX8	490	Intellectual disability
PAX8	496	Paediatric disorders
PCDHGC4	285	Childhood onset leukodystrophy
PCDHGC4	402	Early onset or syndromic epilepsy
PCDHGC4	486	Hypotonic infant
PCDHGC4	490	Intellectual disability
PCDHGC4	496	Paediatric disorders
PCDHGC4	1220	Unexplained death in infancy and sudden unexplained death in childhood
PCNT	285	Childhood onset leukodystrophy
PCNT	478	Fetal anomalies
PCNT	486	Hypotonic infant
PCNT	490	Intellectual disability
PCNT	496	Paediatric disorders
PCNT	546	Severe insulin resistance and lipodystrophy syndromes
PHACTR1	285	Childhood onset leukodystrophy
PHACTR1	402	Early onset or syndromic epilepsy
PHACTR1	486	Hypotonic infant
PHACTR1	490	Intellectual disability
PHACTR1	496	Paediatric disorders
PHACTR1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PHIP	130	Childhood onset leukodystrophy
PHIP	285	Fetal anomalies
PHIP	478	Hypotonic infant
PHIP	486	Intellectual disability
PHIP	490	Paediatric disorders
PHIP	496	Severe early-onset obesity
PITRM1	285	Childhood onset leukodystrophy
PITRM1	486	Hereditary ataxia and cerebellar anomalies - childhood onset
PITRM1	488	Hypotonic infant
PITRM1	490	Intellectual disability
PITRM1	496	Paediatric disorders
PITRM1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PLK1	285	Childhood onset leukodystrophy
PLK1	402	Early onset or syndromic epilepsy
PLK1	486	Hypotonic infant
PLK1	490	Intellectual disability
PLK1	496	Paediatric disorders
PLK1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PLK4	285	Childhood onset leukodystrophy
PLK4	307	Fetal anomalies
PLK4	478	Hypotonic infant
PLK4	486	Intellectual disability
PLK4	490	Paediatric disorders
PLK4	496	Retinal disorders
PPP1R3F	285	Childhood onset leukodystrophy
PPP1R3F	402	Early onset or syndromic epilepsy
PPP1R3F	486	Hypotonic infant
PPP1R3F	490	Intellectual disability
PPP1R3F	496	Paediatric disorders
PPP1R3F	1220	Unexplained death in infancy and sudden unexplained death in childhood
PPP2R5C	285	Childhood onset leukodystrophy
PPP2R5C	402	Early onset or syndromic epilepsy
PPP2R5C	486	Hypotonic infant
PPP2R5C	490	Intellectual disability
PPP2R5C	496	Paediatric disorders
PPP2R5C	1220	Unexplained death in infancy and sudden unexplained death in childhood
RAB5C	285	Childhood onset leukodystrophy
RAB5C	402	Early onset or syndromic epilepsy
RAB5C	486	Hypotonic infant
RAB5C	490	Intellectual disability
RAB5C	496	Paediatric disorders
RAB5C	1220	Unexplained death in infancy and sudden unexplained death in childhood
RNF125	38	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders
RNF125	285	Childhood onset leukodystrophy
RNF125	478	Fetal anomalies
RNF125	486	Hypotonic infant
RNF125	490	Intellectual disability
RNF125	496	Paediatric disorders
SCAMP5	285	Childhood onset leukodystrophy
SCAMP5	402	Early onset or syndromic epilepsy
SCAMP5	486	Hypotonic infant
SCAMP5	490	Intellectual disability
SCAMP5	496	Paediatric disorders
SCAMP5	1220	Unexplained death in infancy and sudden unexplained death in childhood
SEMA6B	285	Childhood onset leukodystrophy
SEMA6B	402	Early onset or syndromic epilepsy
SEMA6B	486	Hypotonic infant
SEMA6B	490	Intellectual disability
SEMA6B	496	Paediatric disorders
SEMA6B	1220	Unexplained death in infancy and sudden unexplained death in childhood
SETD1B	285	Childhood onset leukodystrophy
SETD1B	402	Early onset or syndromic epilepsy
SETD1B	486	Hypotonic infant
SETD1B	490	Intellectual disability
SETD1B	496	Paediatric disorders
SETD1B	1220	Unexplained death in infancy and sudden unexplained death in childhood
SETD2	38	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders
SETD2	285	Childhood onset leukodystrophy
SETD2	478	Fetal anomalies
SETD2	486	Hypotonic infant
SETD2	490	Intellectual disability
SETD2	496	Paediatric disorders
SLC12A5	285	Childhood onset leukodystrophy
SLC12A5	402	Early onset or syndromic epilepsy
SLC12A5	486	Hypotonic infant
SLC12A5	490	Intellectual disability
SLC12A5	496	Paediatric disorders
SLC12A5	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC18A2	219	Childhood onset dystonia, chorea or related movement disorder
SLC18A2	486	Childhood onset leukodystrophy
SLC18A2	490	Hypotonic infant
SLC18A2	496	Neurotransmitter disorders
SLC18A2	847	Paediatric disorders
SLC18A2	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC32A1	285	Childhood onset leukodystrophy
SLC32A1	402	Early onset or syndromic epilepsy
SLC32A1	486	Hypotonic infant
SLC32A1	490	Intellectual disability
SLC32A1	496	Paediatric disorders
SLC32A1	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC38A3	285	Childhood onset leukodystrophy
SLC38A3	402	Early onset or syndromic epilepsy
SLC38A3	486	Hypotonic infant
SLC38A3	490	Intellectual disability
SLC38A3	496	Paediatric disorders
SLC38A3	1220	Unexplained death in infancy and sudden unexplained death in childhood
SMARCB1	243	Childhood onset leukodystrophy
SMARCB1	285	Childhood solid tumours
SMARCB1	478	Fetal anomalies
SMARCB1	486	Hypotonic infant
SMARCB1	490	Intellectual disability
SMARCB1	496	Paediatric disorders
SNIP1	285	Childhood onset leukodystrophy
SNIP1	402	Early onset or syndromic epilepsy
SNIP1	486	Hypotonic infant
SNIP1	490	Intellectual disability
SNIP1	496	Paediatric disorders
SNIP1	1220	Unexplained death in infancy and sudden unexplained death in childhood
SRPK3	225	Childhood onset leukodystrophy
SRPK3	285	Congenital myopathy
SRPK3	478	Fetal anomalies
SRPK3	486	Hypotonic infant
SRPK3	490	Intellectual disability
SRPK3	496	Paediatric disorders
SUZ12	38	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders
SUZ12	285	Childhood onset leukodystrophy
SUZ12	478	Fetal anomalies
SUZ12	486	Hypotonic infant
SUZ12	490	Intellectual disability
SUZ12	496	Paediatric disorders
TBC1D23	285	Childhood onset leukodystrophy
TBC1D23	478	Fetal anomalies
TBC1D23	486	Hereditary ataxia and cerebellar anomalies - childhood onset
TBC1D23	488	Hypotonic infant
TBC1D23	490	Intellectual disability
TBC1D23	496	Paediatric disorders
TBC1D2B	285	Childhood onset leukodystrophy
TBC1D2B	402	Early onset or syndromic epilepsy
TBC1D2B	486	Hypotonic infant
TBC1D2B	490	Intellectual disability
TBC1D2B	496	Paediatric disorders
TBC1D2B	1220	Unexplained death in infancy and sudden unexplained death in childhood
TFE3	285	Childhood onset leukodystrophy
TFE3	402	Early onset or syndromic epilepsy
TFE3	486	Hypotonic infant
TFE3	490	Intellectual disability
TFE3	496	Paediatric disorders
TFE3	1220	Unexplained death in infancy and sudden unexplained death in childhood
TIAM1	285	Childhood onset leukodystrophy
TIAM1	402	Early onset or syndromic epilepsy
TIAM1	486	Hypotonic infant
TIAM1	490	Intellectual disability
TIAM1	496	Paediatric disorders
TIAM1	1220	Unexplained death in infancy and sudden unexplained death in childhood
TMEM199	25	Childhood onset leukodystrophy
TMEM199	486	Congenital disorders of glycosylation
TMEM199	488	Hereditary ataxia and cerebellar anomalies - childhood onset
TMEM199	490	Hypotonic infant
TMEM199	496	Paediatric disorders
TMEM199	1220	Unexplained death in infancy and sudden unexplained death in childhood
TMEM222	285	Childhood onset leukodystrophy
TMEM222	402	Early onset or syndromic epilepsy
TMEM222	486	Hypotonic infant
TMEM222	490	Intellectual disability
TMEM222	496	Paediatric disorders
TMEM222	1220	Unexplained death in infancy and sudden unexplained death in childhood
TMEM63B	285	Childhood onset leukodystrophy
TMEM63B	402	Early onset or syndromic epilepsy
TMEM63B	486	Hypotonic infant
TMEM63B	490	Intellectual disability
TMEM63B	496	Paediatric disorders
TMEM63B	1220	Unexplained death in infancy and sudden unexplained death in childhood
TNPO2	285	Childhood onset leukodystrophy
TNPO2	402	Early onset or syndromic epilepsy
TNPO2	486	Hypotonic infant
TNPO2	490	Intellectual disability
TNPO2	496	Paediatric disorders
TNPO2	1220	Unexplained death in infancy and sudden unexplained death in childhood
TNR	285	Childhood onset dystonia, chorea or related movement disorder
TNR	486	Childhood onset hereditary spastic paraplegia
TNR	490	Childhood onset leukodystrophy
TNR	496	Hypotonic infant
TNR	568	Intellectual disability
TNR	847	Paediatric disorders
TRA2B	285	Childhood onset leukodystrophy
TRA2B	402	Early onset or syndromic epilepsy
TRA2B	486	Hypotonic infant
TRA2B	490	Intellectual disability
TRA2B	496	Paediatric disorders
TRA2B	1220	Unexplained death in infancy and sudden unexplained death in childhood
TRAPPC4	285	Childhood onset leukodystrophy
TRAPPC4	402	Early onset or syndromic epilepsy
TRAPPC4	486	Hypotonic infant
TRAPPC4	490	Intellectual disability
TRAPPC4	496	Paediatric disorders
TRAPPC4	1220	Unexplained death in infancy and sudden unexplained death in childhood
TRPM3	285	Childhood onset leukodystrophy
TRPM3	402	Early onset or syndromic epilepsy
TRPM3	486	Hypotonic infant
TRPM3	490	Intellectual disability
TRPM3	496	Paediatric disorders
TRPM3	1220	Unexplained death in infancy and sudden unexplained death in childhood
TUBGCP6	285	Childhood onset leukodystrophy
TUBGCP6	307	Fetal anomalies
TUBGCP6	478	Hypotonic infant
TUBGCP6	486	Intellectual disability
TUBGCP6	490	Paediatric disorders
TUBGCP6	496	Retinal disorders
UBAP2L	285	Childhood onset leukodystrophy
UBAP2L	402	Early onset or syndromic epilepsy
UBAP2L	486	Hypotonic infant
UBAP2L	490	Intellectual disability
UBAP2L	496	Paediatric disorders
UBAP2L	1220	Unexplained death in infancy and sudden unexplained death in childhood
UBR5	285	Childhood onset leukodystrophy
UBR5	402	Early onset or syndromic epilepsy
UBR5	486	Hypotonic infant
UBR5	490	Intellectual disability
UBR5	496	Paediatric disorders
UBR5	1220	Unexplained death in infancy and sudden unexplained death in childhood
UGDH	285	Childhood onset leukodystrophy
UGDH	402	Early onset or syndromic epilepsy
UGDH	486	Hypotonic infant
UGDH	490	Intellectual disability
UGDH	496	Paediatric disorders
UGDH	1220	Unexplained death in infancy and sudden unexplained death in childhood
UGP2	285	Childhood onset leukodystrophy
UGP2	402	Early onset or syndromic epilepsy
UGP2	486	Hypotonic infant
UGP2	490	Intellectual disability
UGP2	496	Paediatric disorders
UGP2	1220	Unexplained death in infancy and sudden unexplained death in childhood
VARS	285	Childhood onset leukodystrophy
VARS	402	Early onset or syndromic epilepsy
VARS	486	Hypotonic infant
VARS	490	Intellectual disability
VARS	496	Paediatric disorders
VARS	1220	Unexplained death in infancy and sudden unexplained death in childhood
VPS33A	285	Childhood onset leukodystrophy
VPS33A	478	Fetal anomalies
VPS33A	486	Hypotonic infant
VPS33A	490	Intellectual disability
VPS33A	496	Paediatric disorders
VPS33A	1220	Unexplained death in infancy and sudden unexplained death in childhood
VPS41	285	Childhood onset dystonia, chorea or related movement disorder
VPS41	486	Childhood onset leukodystrophy
VPS41	488	Hereditary ataxia and cerebellar anomalies - childhood onset
VPS41	490	Hypotonic infant
VPS41	496	Intellectual disability
VPS41	847	Paediatric disorders
WASF1	285	Childhood onset leukodystrophy
WASF1	402	Early onset or syndromic epilepsy
WASF1	486	Hypotonic infant
WASF1	490	Intellectual disability
WASF1	496	Paediatric disorders
WASF1	1220	Unexplained death in infancy and sudden unexplained death in childhood
ZBTB47	285	Childhood onset leukodystrophy
ZBTB47	402	Early onset or syndromic epilepsy
ZBTB47	486	Hypotonic infant
ZBTB47	490	Intellectual disability
ZBTB47	496	Paediatric disorders
ZBTB47	1220	Unexplained death in infancy and sudden unexplained death in childhood
ZBTB7A	38	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders
ZBTB7A	285	Childhood onset leukodystrophy
ZBTB7A	478	Fetal anomalies
ZBTB7A	486	Hypotonic infant
ZBTB7A	490	Intellectual disability
ZBTB7A	496	Paediatric disorders
ZC4H2	225	Childhood onset leukodystrophy
ZC4H2	285	Congenital myopathy
ZC4H2	478	Fetal anomalies
ZC4H2	486	Hypotonic infant
ZC4H2	490	Intellectual disability
ZC4H2	496	Paediatric disorders
ZNF142	285	Childhood onset leukodystrophy
ZNF142	402	Early onset or syndromic epilepsy
ZNF142	486	Hypotonic infant
ZNF142	490	Intellectual disability
ZNF142	496	Paediatric disorders
ZNF142	1220	Unexplained death in infancy and sudden unexplained death in childhood
ZNF526	230	Bilateral congenital or childhood onset cataracts
ZNF526	285	Childhood onset leukodystrophy
ZNF526	478	Fetal anomalies
ZNF526	486	Hypotonic infant
ZNF526	490	Intellectual disability
ZNF526	496	Paediatric disorders
TERT	159	Cerebellar hypoplasia
TERT	243	Childhood interstitial lung disease
TERT	285	Childhood onset dystonia, chorea or related movement disorder
TERT	286	Childhood onset leukodystrophy
TERT	398	Childhood solid tumours
TERT	478	Cytopenias and congenital anaemias
TERT	486	Fetal anomalies
TERT	488	Hereditary ataxia and cerebellar anomalies - childhood onset
TERT	490	Hypotonic infant
TERT	496	Intellectual disability
TERT	514	Intestinal failure or congenital diarrhoea
TERT	847	Paediatric disorders
TERT	1638	Primary immunodeficiency or monogenic inflammatory bowel disease
NAGLU	20	Childhood onset dystonia, chorea or related movement disorder
NAGLU	85	Childhood onset leukodystrophy
NAGLU	285	Fetal anomalies
NAGLU	288	Hereditary ataxia
NAGLU	478	Hereditary ataxia and cerebellar anomalies - childhood onset
NAGLU	486	Hereditary neuropathy
NAGLU	488	Hypotonic infant
NAGLU	490	Intellectual disability
NAGLU	496	Paediatric disorders
NAGLU	749	Paediatric or syndromic cardiomyopathy
NAGLU	847	Pain syndromes
NAGLU	1220	Unexplained death in infancy and sudden unexplained death in childhood
RYR1	144	Childhood onset dystonia, chorea or related movement disorder
RYR1	207	Childhood onset leukodystrophy
RYR1	225	Congenital muscular dystrophy
RYR1	229	Congenital myaesthenic syndrome
RYR1	232	Congenital myopathy
RYR1	285	Fetal anomalies
RYR1	478	Fetal hydrops
RYR1	486	Hypotonic infant
RYR1	490	Intellectual disability
RYR1	496	Paediatric disorders
RYR1	847	Skeletal Muscle Channelopathies
RYR1	1220	Unexplained death in infancy and sudden unexplained death in childhood
TCTN1	150	Childhood onset dystonia, chorea or related movement disorder
TCTN1	156	Childhood onset leukodystrophy
TCTN1	249	Fetal anomalies
TCTN1	285	Glaucoma (developmental)
TCTN1	307	Hereditary ataxia and cerebellar anomalies - childhood onset
TCTN1	478	Hypotonic infant
TCTN1	486	Intellectual disability
TCTN1	488	Paediatric disorders
TCTN1	490	Rare multisystem ciliopathy disorders
TCTN1	496	Retinal disorders
TCTN1	678	Unexplained kidney failure in young people
TCTN1	847	Unexplained young onset end-stage renal disease
DSTYK	85	CAKUT
DSTYK	156	Childhood onset hereditary spastic paraplegia
DSTYK	165	Childhood onset leukodystrophy
DSTYK	234	Fetal anomalies
DSTYK	285	Hereditary neuropathy
DSTYK	478	Hereditary spastic paraplegia
DSTYK	486	Hypotonic infant
DSTYK	490	Intellectual disability
DSTYK	496	Paediatric disorders
DSTYK	568	Unexplained kidney failure in young people
DSTYK	678	Unexplained young onset end-stage renal disease
GJA1	42	Bilateral congenital or childhood onset cataracts
GJA1	126	Childhood onset hereditary spastic paraplegia
GJA1	212	Childhood onset leukodystrophy
GJA1	230	Familial non syndromic congenital heart disease
GJA1	249	Fetal anomalies
GJA1	285	Glaucoma (developmental)
GJA1	478	Hypotonic infant
GJA1	486	Inherited white matter disorders
GJA1	490	Intellectual disability
GJA1	496	Monogenic hearing loss
GJA1	568	Paediatric disorders
SHH	101	CAKUT
SHH	156	Childhood onset leukodystrophy
SHH	234	Early onset or syndromic epilepsy
SHH	285	Fetal anomalies
SHH	402	Hypotonic infant
SHH	478	Intellectual disability
SHH	486	Paediatric disorders
SHH	490	Unexplained death in infancy and sudden unexplained death in childhood
SHH	496	Unexplained kidney failure in young people
SHH	678	Unexplained young onset end-stage renal disease
SHH	1220	VACTERL-like phenotypes
WT1	156	Childhood onset leukodystrophy
WT1	159	Childhood solid tumours
WT1	243	Cytopenias and congenital anaemias
WT1	249	Fetal anomalies
WT1	285	Glaucoma (developmental)
WT1	307	Hypotonic infant
WT1	478	Intellectual disability
WT1	486	Paediatric disorders
WT1	490	Retinal disorders
WT1	496	Unexplained kidney failure in young people
WT1	678	Unexplained young onset end-stage renal disease
CLCN2	20	Childhood onset dystonia, chorea or related movement disorder
CLCN2	42	Childhood onset leukodystrophy
CLCN2	285	Early onset or syndromic epilepsy
CLCN2	402	Hereditary ataxia
CLCN2	486	Hereditary ataxia and cerebellar anomalies - childhood onset
CLCN2	488	Hypotonic infant
CLCN2	490	Inherited white matter disorders
CLCN2	496	Intellectual disability
CLCN2	847	Paediatric disorders
CLCN2	1220	Unexplained death in infancy and sudden unexplained death in childhood
COL2A1	126	Bilateral congenital or childhood onset cataracts
COL2A1	144	Childhood onset leukodystrophy
COL2A1	230	Fetal anomalies
COL2A1	249	Fetal hydrops
COL2A1	285	Glaucoma (developmental)
COL2A1	307	Hypotonic infant
COL2A1	478	Intellectual disability
COL2A1	486	Monogenic hearing loss
COL2A1	490	Paediatric disorders
COL2A1	496	Retinal disorders
DST	85	Childhood onset leukodystrophy
DST	225	Congenital myopathy
DST	285	Epidermolysis bullosa and congenital skin fragility
DST	478	Fetal anomalies
DST	486	Hereditary neuropathy
DST	490	Hypotonic infant
DST	496	Intellectual disability
DST	554	Paediatric disorders
DST	749	Paediatric or syndromic cardiomyopathy
DST	1220	Unexplained death in infancy and sudden unexplained death in childhood
ERCC4	126	Childhood onset leukodystrophy
ERCC4	159	Childhood solid tumours
ERCC4	243	Cytopenias and congenital anaemias
ERCC4	247	Fetal anomalies
ERCC4	285	Hypotonic infant
ERCC4	398	Intellectual disability
ERCC4	478	Monogenic hearing loss
ERCC4	486	Paediatric disorders
ERCC4	490	Primary immunodeficiency or monogenic inflammatory bowel disease
ERCC4	496	Radial dysplasia
FREM1	156	CAKUT
FREM1	234	Childhood onset leukodystrophy
FREM1	249	Fetal anomalies
FREM1	285	Glaucoma (developmental)
FREM1	307	Hypotonic infant
FREM1	478	Intellectual disability
FREM1	486	Paediatric disorders
FREM1	490	Retinal disorders
FREM1	496	Unexplained kidney failure in young people
FREM1	678	Unexplained young onset end-stage renal disease
KCNC3	20	Cerebellar hypoplasia
KCNC3	85	Childhood onset dystonia, chorea or related movement disorder
KCNC3	285	Childhood onset leukodystrophy
KCNC3	286	Fetal anomalies
KCNC3	478	Hereditary ataxia
KCNC3	486	Hereditary ataxia and cerebellar anomalies - childhood onset
KCNC3	488	Hereditary neuropathy
KCNC3	490	Hypotonic infant
KCNC3	496	Intellectual disability
KCNC3	847	Paediatric disorders
LZTFL1	150	Childhood onset dystonia, chorea or related movement disorder
LZTFL1	249	Childhood onset leukodystrophy
LZTFL1	285	Fetal anomalies
LZTFL1	307	Glaucoma (developmental)
LZTFL1	478	Hypotonic infant
LZTFL1	486	Intellectual disability
LZTFL1	490	Paediatric disorders
LZTFL1	496	Rare multisystem ciliopathy disorders
LZTFL1	678	Retinal disorders
LZTFL1	847	Unexplained young onset end-stage renal disease
MT-ND6	180	Albinism or congenital nystagmus
MT-ND6	192	Childhood onset dystonia, chorea or related movement disorder
MT-ND6	246	Childhood onset leukodystrophy
MT-ND6	307	Early onset dystonia
MT-ND6	486	Hypotonic infant
MT-ND6	490	Infantile nystagmus
MT-ND6	496	Paediatric disorders
MT-ND6	511	Retinal disorders
MT-ND6	847	Structural basal ganglia disorders
MT-ND6	1220	Unexplained death in infancy and sudden unexplained death in childhood
MT-TK	61	Childhood onset dystonia, chorea or related movement disorder
MT-TK	126	Childhood onset leukodystrophy
MT-TK	225	Congenital myopathy
MT-TK	285	Early onset or syndromic epilepsy
MT-TK	402	Gastrointestinal neuromuscular disorders
MT-TK	486	Hypotonic infant
MT-TK	490	Intellectual disability
MT-TK	496	Monogenic hearing loss
MT-TK	847	Paediatric disorders
MT-TK	1220	Unexplained death in infancy and sudden unexplained death in childhood
MYH9	126	Bilateral congenital or childhood onset cataracts
MYH9	156	Childhood onset leukodystrophy
MYH9	159	Cytopenias and congenital anaemias
MYH9	230	Fetal anomalies
MYH9	285	Hypotonic infant
MYH9	478	Intellectual disability
MYH9	486	Monogenic hearing loss
MYH9	490	Paediatric disorders
MYH9	496	Unexplained kidney failure in young people
MYH9	678	Unexplained young onset end-stage renal disease
NKX2-5	31	Childhood onset leukodystrophy
NKX2-5	150	Congenital hypothyroidism
NKX2-5	212	Familial non syndromic congenital heart disease
NKX2-5	285	Fetal anomalies
NKX2-5	478	Hypotonic infant
NKX2-5	486	Intellectual disability
NKX2-5	490	Paediatric disorders
NKX2-5	496	Paediatric or syndromic cardiomyopathy
NKX2-5	749	Rare multisystem ciliopathy disorders
NKX2-5	1220	Unexplained death in infancy and sudden unexplained death in childhood
SCARB2	85	Childhood onset leukodystrophy
SCARB2	126	Early onset or syndromic epilepsy
SCARB2	156	Hereditary neuropathy
SCARB2	285	Hypotonic infant
SCARB2	402	Intellectual disability
SCARB2	486	Monogenic hearing loss
SCARB2	490	Paediatric disorders
SCARB2	496	Unexplained death in infancy and sudden unexplained death in childhood
SCARB2	678	Unexplained kidney failure in young people
SCARB2	1220	Unexplained young onset end-stage renal disease
WDR19	150	Childhood onset dystonia, chorea or related movement disorder
WDR19	156	Childhood onset leukodystrophy
WDR19	285	Fetal anomalies
WDR19	307	Hypotonic infant
WDR19	478	Intellectual disability
WDR19	486	Paediatric disorders
WDR19	490	Rare multisystem ciliopathy disorders
WDR19	496	Retinal disorders
WDR19	678	Unexplained kidney failure in young people
WDR19	847	Unexplained young onset end-stage renal disease
AGT	156	CAKUT
AGT	234	Childhood onset leukodystrophy
AGT	285	Extreme early-onset hypertension
AGT	314	Fetal anomalies
AGT	478	Hypotonic infant
AGT	486	Intellectual disability
AGT	490	Paediatric disorders
AGT	496	Unexplained kidney failure in young people
AGT	678	Unexplained young onset end-stage renal disease
AGXT	85	Childhood onset dystonia, chorea or related movement disorder
AGXT	285	Childhood onset leukodystrophy
AGXT	478	Fetal anomalies
AGXT	486	Hereditary neuropathy
AGXT	490	Hypotonic infant
AGXT	496	Intellectual disability
AGXT	678	Paediatric disorders
AGXT	847	Unexplained death in infancy and sudden unexplained death in childhood
AGXT	1220	Unexplained young onset end-stage renal disease
APOPT1	126	Childhood onset dystonia, chorea or related movement disorder
APOPT1	285	Childhood onset leukodystrophy
APOPT1	478	Fetal anomalies
