gene_symbol	panel_id	panel_name
PEX10	285	Fetal anomalies
PEX10	385	Fetal hydrops
PEX10	402	Hereditary neuropathy
PEX10	478	Hypotonic infant
PEX10	486	Inherited white matter disorders
PEX10	490	Intellectual disability
PEX10	496	Neonatal cholestasis
PEX10	847	Paediatric disorders
PEX10	1220	Unexplained death in infancy and sudden unexplained death in childhood
PEX2	42	Bilateral congenital or childhood onset cataracts
PEX2	144	Childhood onset dystonia, chorea or related movement disorder
PEX2	230	Childhood onset leukodystrophy
PEX2	285	Early onset or syndromic epilepsy
PEX2	307	Fetal anomalies
PEX2	385	Fetal hydrops
PEX2	402	Hypotonic infant
PEX2	478	Inherited white matter disorders
PEX2	486	Intellectual disability
PEX2	490	Neonatal cholestasis
PEX2	496	Paediatric disorders
PEX2	847	Retinal disorders
PEX2	1220	Unexplained death in infancy and sudden unexplained death in childhood
RNASEH2C	42	Childhood onset dystonia, chorea or related movement disorder
RNASEH2C	192	Childhood onset leukodystrophy
RNASEH2C	239	Early onset dystonia
RNASEH2C	285	Early onset or syndromic epilepsy
RNASEH2C	315	Fetal anomalies
RNASEH2C	398	Hypotonic infant
RNASEH2C	402	Inherited white matter disorders
RNASEH2C	478	Intellectual disability
RNASEH2C	486	Intracerebral calcification disorders
RNASEH2C	490	Juvenile dermatomyositis
RNASEH2C	496	Paediatric disorders
RNASEH2C	847	Primary immunodeficiency or monogenic inflammatory bowel disease
RNASEH2C	1220	Unexplained death in infancy and sudden unexplained death in childhood
SAMHD1	42	Childhood onset dystonia, chorea or related movement disorder
SAMHD1	192	Childhood onset leukodystrophy
SAMHD1	239	Early onset dystonia
SAMHD1	285	Early onset or syndromic epilepsy
SAMHD1	315	Fetal anomalies
SAMHD1	398	Hypotonic infant
SAMHD1	402	Inherited white matter disorders
SAMHD1	478	Intellectual disability
SAMHD1	486	Intracerebral calcification disorders
SAMHD1	490	Juvenile dermatomyositis
SAMHD1	496	Paediatric disorders
SAMHD1	847	Primary immunodeficiency or monogenic inflammatory bowel disease
SAMHD1	1220	Unexplained death in infancy and sudden unexplained death in childhood
SPG11	39	Amyotrophic lateral sclerosis/motor neuron disease
SPG11	42	Childhood onset hereditary spastic paraplegia
SPG11	79	Childhood onset leukodystrophy
SPG11	85	Fetal anomalies
SPG11	165	Hereditary neuropathy
SPG11	263	Hereditary spastic paraplegia
SPG11	285	Hypotonic infant
SPG11	307	Inherited white matter disorders
SPG11	478	Intellectual disability
SPG11	486	Paediatric disorders
SPG11	490	Paediatric motor neuronopathies
SPG11	496	Parkinson Disease and Complex Parkinsonism
SPG11	568	Retinal disorders
SPR	39	Brain channelopathy
SPR	90	Childhood onset dystonia, chorea or related movement disorder
SPR	192	Childhood onset leukodystrophy
SPR	219	Early onset dystonia
SPR	285	Early onset or syndromic epilepsy
SPR	402	Fetal anomalies
SPR	478	Hereditary ataxia and cerebellar anomalies - childhood onset
SPR	486	Hypotonic infant
SPR	488	Intellectual disability
SPR	490	Neurotransmitter disorders
SPR	496	Paediatric disorders
SPR	847	Parkinson Disease and Complex Parkinsonism
SPR	1220	Unexplained death in infancy and sudden unexplained death in childhood
ALG8	25	Childhood onset dystonia, chorea or related movement disorder
ALG8	144	Childhood onset leukodystrophy
ALG8	285	Congenital disorders of glycosylation
ALG8	402	Early onset or syndromic epilepsy
ALG8	478	Fetal anomalies
ALG8	486	Fetal hydrops
ALG8	488	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG8	490	Hypotonic infant
ALG8	496	Intellectual disability
ALG8	678	Paediatric disorders
ALG8	847	Unexplained death in infancy and sudden unexplained death in childhood
ALG8	1220	Unexplained young onset end-stage renal disease
BSCL2	79	Childhood onset hereditary spastic paraplegia
BSCL2	85	Childhood onset leukodystrophy
BSCL2	165	Early onset or syndromic epilepsy
BSCL2	285	Hereditary neuropathy
BSCL2	293	Hereditary spastic paraplegia
BSCL2	402	Hypotonic infant
BSCL2	486	Intellectual disability
BSCL2	490	Neonatal diabetes
BSCL2	496	Paediatric disorders
BSCL2	546	Paediatric motor neuronopathies
BSCL2	568	Severe insulin resistance and lipodystrophy syndromes
BSCL2	1220	Unexplained death in infancy and sudden unexplained death in childhood
DOLK	25	Childhood onset dystonia, chorea or related movement disorder
DOLK	207	Childhood onset leukodystrophy
DOLK	285	Congenital disorders of glycosylation
DOLK	402	Congenital muscular dystrophy
DOLK	478	Early onset or syndromic epilepsy
DOLK	486	Fetal anomalies
DOLK	488	Hereditary ataxia and cerebellar anomalies - childhood onset
DOLK	490	Hypotonic infant
DOLK	496	Intellectual disability
DOLK	749	Paediatric disorders
DOLK	847	Paediatric or syndromic cardiomyopathy
DOLK	1220	Unexplained death in infancy and sudden unexplained death in childhood
EPG5	222	Childhood onset dystonia, chorea or related movement disorder
EPG5	225	Childhood onset leukodystrophy
EPG5	285	Congenital myopathy
EPG5	398	Early onset or syndromic epilepsy
EPG5	402	Fetal anomalies
EPG5	478	Hypotonic infant
EPG5	486	Intellectual disability
EPG5	490	Paediatric disorders
EPG5	496	Paediatric or syndromic cardiomyopathy
EPG5	749	Primary immunodeficiency or monogenic inflammatory bowel disease
EPG5	847	Unexplained death in infancy and sudden unexplained death in childhood
EPG5	1220	Vici Syndrome and other autophagy disorders
GLA	85	Childhood onset dystonia, chorea or related movement disorder
GLA	144	Childhood onset leukodystrophy
GLA	156	Fetal anomalies
GLA	288	Fetal hydrops
GLA	478	Hereditary neuropathy
GLA	486	Hypotonic infant
GLA	490	Paediatric disorders
GLA	496	Paediatric or syndromic cardiomyopathy
GLA	678	Pain syndromes
GLA	749	Unexplained death in infancy and sudden unexplained death in childhood
GLA	847	Unexplained kidney failure in young people
GLA	1220	Unexplained young onset end-stage renal disease
PTPN11	48	Childhood onset leukodystrophy
PTPN11	85	Childhood solid tumours
PTPN11	144	Cytopenias and congenital anaemias
PTPN11	159	Fetal anomalies
PTPN11	243	Fetal hydrops
PTPN11	285	Hereditary neuropathy
PTPN11	478	Hypotonic infant
PTPN11	486	Intellectual disability
PTPN11	490	Paediatric disorders
PTPN11	496	Paediatric or syndromic cardiomyopathy
PTPN11	749	RASopathies
PTPN11	1220	Unexplained death in infancy and sudden unexplained death in childhood
SRD5A3	20	Bilateral congenital or childhood onset cataracts
SRD5A3	25	Childhood onset dystonia, chorea or related movement disorder
SRD5A3	230	Childhood onset leukodystrophy
SRD5A3	285	Congenital disorders of glycosylation
SRD5A3	307	Fetal anomalies
SRD5A3	478	Hereditary ataxia
SRD5A3	486	Hereditary ataxia and cerebellar anomalies - childhood onset
SRD5A3	488	Hypotonic infant
SRD5A3	490	Intellectual disability
SRD5A3	496	Paediatric disorders
SRD5A3	847	Retinal disorders
SRD5A3	1220	Unexplained death in infancy and sudden unexplained death in childhood
TSC1	150	Childhood onset leukodystrophy
TSC1	156	Childhood solid tumours
TSC1	197	Classical tuberous sclerosis
TSC1	243	Early onset or syndromic epilepsy
TSC1	285	Fetal anomalies
TSC1	402	Hypotonic infant
TSC1	478	Intellectual disability
TSC1	486	Paediatric disorders
TSC1	490	Rare multisystem ciliopathy disorders
TSC1	496	Unexplained death in infancy and sudden unexplained death in childhood
TSC1	678	Unexplained kidney failure in young people
TSC1	1220	Unexplained young onset end-stage renal disease
TSC2	150	Childhood onset leukodystrophy
TSC2	156	Childhood solid tumours
TSC2	197	Classical tuberous sclerosis
TSC2	243	Early onset or syndromic epilepsy
TSC2	285	Fetal anomalies
TSC2	402	Hypotonic infant
TSC2	478	Intellectual disability
TSC2	486	Paediatric disorders
TSC2	490	Rare multisystem ciliopathy disorders
TSC2	496	Unexplained death in infancy and sudden unexplained death in childhood
TSC2	678	Unexplained kidney failure in young people
TSC2	1220	Unexplained young onset end-stage renal disease
TUBB3	85	Cerebellar hypoplasia
TUBB3	285	Childhood onset dystonia, chorea or related movement disorder
TUBB3	286	Childhood onset leukodystrophy
TUBB3	402	Congenital fibrosis of the extraocular muscles
TUBB3	478	Early onset or syndromic epilepsy
TUBB3	486	Fetal anomalies
TUBB3	488	Hereditary ataxia and cerebellar anomalies - childhood onset
TUBB3	490	Hereditary neuropathy
TUBB3	496	Hypotonic infant
TUBB3	512	Intellectual disability
TUBB3	847	Paediatric disorders
TUBB3	1220	Unexplained death in infancy and sudden unexplained death in childhood
VPS13B	130	Childhood onset dystonia, chorea or related movement disorder
VPS13B	150	Childhood onset leukodystrophy
VPS13B	222	Fetal anomalies
VPS13B	285	Hereditary ataxia and cerebellar anomalies - childhood onset
VPS13B	307	Hypotonic infant
VPS13B	398	Intellectual disability
VPS13B	478	Paediatric disorders
VPS13B	486	Primary immunodeficiency or monogenic inflammatory bowel disease
VPS13B	488	Rare multisystem ciliopathy disorders
VPS13B	490	Retinal disorders
VPS13B	496	Severe early-onset obesity
VPS13B	847	Vici Syndrome and other autophagy disorders
CACNA1G	20	Cerebellar hypoplasia
CACNA1G	285	Childhood onset dystonia, chorea or related movement disorder
CACNA1G	286	Childhood onset leukodystrophy
CACNA1G	402	Early onset or syndromic epilepsy
CACNA1G	478	Fetal anomalies
CACNA1G	486	Hereditary ataxia
CACNA1G	488	Hereditary ataxia and cerebellar anomalies - childhood onset
CACNA1G	490	Hypotonic infant
CACNA1G	496	Intellectual disability
CACNA1G	847	Paediatric disorders
CACNA1G	1220	Unexplained death in infancy and sudden unexplained death in childhood
IKBKG	176	Childhood onset leukodystrophy
IKBKG	285	Early onset or syndromic epilepsy
IKBKG	307	Epidermolysis bullosa and congenital skin fragility
IKBKG	398	Fetal anomalies
IKBKG	402	Hypotonic infant
IKBKG	478	Infantile enterocolitis & monogenic inflammatory bowel disease
IKBKG	486	Intellectual disability
IKBKG	490	Paediatric disorders
IKBKG	496	Primary immunodeficiency or monogenic inflammatory bowel disease
IKBKG	554	Retinal disorders
IKBKG	1220	Unexplained death in infancy and sudden unexplained death in childhood
PNKP	20	Childhood onset dystonia, chorea or related movement disorder
PNKP	85	Childhood onset leukodystrophy
PNKP	285	Early onset or syndromic epilepsy
PNKP	402	Fetal anomalies
PNKP	478	Hereditary ataxia
PNKP	486	Hereditary ataxia and cerebellar anomalies - childhood onset
PNKP	488	Hereditary neuropathy
PNKP	490	Hypotonic infant
PNKP	496	Intellectual disability
PNKP	847	Paediatric disorders
PNKP	1220	Unexplained death in infancy and sudden unexplained death in childhood
SERAC1	126	Childhood onset dystonia, chorea or related movement disorder
SERAC1	165	Childhood onset hereditary spastic paraplegia
SERAC1	180	Childhood onset leukodystrophy
SERAC1	192	Early onset dystonia
SERAC1	285	Hereditary spastic paraplegia
SERAC1	486	Hypotonic infant
SERAC1	490	Intellectual disability
SERAC1	496	Monogenic hearing loss
SERAC1	568	Paediatric disorders
SERAC1	847	Structural basal ganglia disorders
SERAC1	1220	Unexplained death in infancy and sudden unexplained death in childhood
SGPL1	126	Childhood onset leukodystrophy
SGPL1	144	Congenital adrenal hypoplasia
SGPL1	145	Fetal anomalies
SGPL1	156	Fetal hydrops
SGPL1	285	Hypotonic infant
SGPL1	398	Intellectual disability
SGPL1	478	Monogenic hearing loss
SGPL1	486	Paediatric disorders
SGPL1	490	Primary immunodeficiency or monogenic inflammatory bowel disease
SGPL1	496	Unexplained kidney failure in young people
SGPL1	678	Unexplained young onset end-stage renal disease
SOX10	42	Childhood onset leukodystrophy
SOX10	61	Deafness and congenital structural abnormalities
SOX10	85	Fetal anomalies
SOX10	126	Gastrointestinal neuromuscular disorders
SOX10	251	Hereditary neuropathy
SOX10	285	Hypotonic infant
SOX10	478	Inherited white matter disorders
SOX10	486	Intellectual disability
SOX10	490	Monogenic hearing loss
SOX10	496	Paediatric disorders
SOX10	1217	Paediatric pseudo-obstruction syndrome
PTEN	38	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders
PTEN	61	Childhood onset dystonia, chorea or related movement disorder
PTEN	85	Childhood onset leukodystrophy
PTEN	101	Childhood solid tumours
PTEN	159	Cytopenias and congenital anaemias
PTEN	176	Early onset dystonia
PTEN	192	Early onset or syndromic epilepsy
PTEN	243	Fetal anomalies
PTEN	247	Gastrointestinal neuromuscular disorders
PTEN	253	Hereditary neuropathy
PTEN	285	Hypotonic infant
PTEN	398	Infantile enterocolitis & monogenic inflammatory bowel disease
PTEN	402	Inherited polyposis and early onset colorectal cancer - germline testing
PTEN	478	Intellectual disability
PTEN	486	Non-syndromic familial congenital anorectal malformations
PTEN	490	Paediatric disorders
PTEN	496	Primary immunodeficiency or monogenic inflammatory bowel disease
PTEN	504	Radial dysplasia
PTEN	847	Unexplained death in infancy and sudden unexplained death in childhood
PTEN	1220	VACTERL-like phenotypes
MKS1	101	Childhood onset dystonia, chorea or related movement disorder
MKS1	130	Childhood onset leukodystrophy
MKS1	150	Fetal anomalies
MKS1	156	Glaucoma (developmental)
MKS1	249	Hereditary ataxia and cerebellar anomalies - childhood onset
MKS1	285	Hypotonic infant
MKS1	307	Intellectual disability
MKS1	385	Neonatal cholestasis
MKS1	478	Paediatric disorders
MKS1	486	Rare multisystem ciliopathy disorders
MKS1	488	Retinal disorders
MKS1	490	Severe early-onset obesity
MKS1	496	Unexplained kidney failure in young people
MKS1	678	Unexplained young onset end-stage renal disease
MKS1	847	VACTERL-like phenotypes
RRM2B	42	CAKUT
RRM2B	61	Childhood onset dystonia, chorea or related movement disorder
RRM2B	156	Childhood onset leukodystrophy
RRM2B	234	Early onset or syndromic epilepsy
RRM2B	285	Fetal anomalies
RRM2B	402	Gastrointestinal neuromuscular disorders
RRM2B	478	Hypotonic infant
RRM2B	486	Inherited white matter disorders
RRM2B	490	Intellectual disability
RRM2B	496	Mitochondrial liver disease, including transient infantile liver failure
RRM2B	532	Paediatric disorders
RRM2B	678	Paediatric pseudo-obstruction syndrome
RRM2B	847	Unexplained death in infancy and sudden unexplained death in childhood
RRM2B	1217	Unexplained kidney failure in young people
RRM2B	1220	Unexplained young onset end-stage renal disease
BBS1	126	Childhood onset dystonia, chorea or related movement disorder
BBS1	130	Childhood onset leukodystrophy
BBS1	150	Fetal anomalies
BBS1	156	Glaucoma (developmental)
BBS1	249	Hereditary ataxia and cerebellar anomalies - childhood onset
BBS1	285	Hypotonic infant
BBS1	307	Intellectual disability
BBS1	478	Monogenic hearing loss
BBS1	486	Paediatric disorders
BBS1	488	Rare multisystem ciliopathy disorders
BBS1	490	Retinal disorders
BBS1	496	Severe early-onset obesity
BBS1	678	Unexplained kidney failure in young people
BBS1	847	Unexplained young onset end-stage renal disease
LARGE1	25	Bilateral congenital or childhood onset cataracts
LARGE1	126	Cerebellar hypoplasia
LARGE1	207	Childhood onset dystonia, chorea or related movement disorder
LARGE1	230	Childhood onset leukodystrophy
LARGE1	285	Congenital disorders of glycosylation
LARGE1	286	Congenital muscular dystrophy
LARGE1	402	Early onset or syndromic epilepsy
LARGE1	478	Fetal anomalies
LARGE1	486	Hereditary ataxia and cerebellar anomalies - childhood onset
LARGE1	488	Hypotonic infant
LARGE1	490	Intellectual disability
LARGE1	496	Monogenic hearing loss
LARGE1	847	Paediatric disorders
LARGE1	1220	Unexplained death in infancy and sudden unexplained death in childhood
MT-ATP6	20	Albinism or congenital nystagmus
MT-ATP6	85	Childhood onset dystonia, chorea or related movement disorder
MT-ATP6	180	Childhood onset leukodystrophy
MT-ATP6	229	Hereditary ataxia
MT-ATP6	246	Hereditary ataxia and cerebellar anomalies - childhood onset
MT-ATP6	285	Hereditary neuropathy
MT-ATP6	307	Hypotonic infant
MT-ATP6	486	Infantile nystagmus
MT-ATP6	488	Intellectual disability
MT-ATP6	490	Paediatric disorders
MT-ATP6	496	Retinal disorders
MT-ATP6	511	Skeletal Muscle Channelopathies
MT-ATP6	847	Structural basal ganglia disorders
MT-ATP6	1220	Unexplained death in infancy and sudden unexplained death in childhood
MVK	20	Childhood onset dystonia, chorea or related movement disorder
MVK	144	Childhood onset leukodystrophy
MVK	176	Fetal anomalies
MVK	285	Fetal hydrops
MVK	307	Hereditary ataxia
MVK	385	Hereditary ataxia and cerebellar anomalies - childhood onset
MVK	398	Hypotonic infant
MVK	478	Infantile enterocolitis & monogenic inflammatory bowel disease
MVK	486	Intellectual disability
MVK	488	Neonatal cholestasis
MVK	490	Paediatric disorders
MVK	496	Primary immunodeficiency or monogenic inflammatory bowel disease
MVK	847	Retinal disorders
MVK	1220	Unexplained death in infancy and sudden unexplained death in childhood
PEX7	85	Bilateral congenital or childhood onset cataracts
PEX7	144	Childhood onset dystonia, chorea or related movement disorder
PEX7	230	Childhood onset leukodystrophy
PEX7	249	Early onset or syndromic epilepsy
PEX7	285	Fetal anomalies
